Comparison	change	target_id	b	InterPro_new	CAZyme_new	Protease_new	KO	secreted_consensus	lichen_ortho
Center / Apothecia	apothecium	XANPAGTX0501_009619-T1	-1.31462714459623	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008284-T1	-1.31483537973449	IPR029044 Nucleotide-diphospho-sugar transferases	GT2_Glyco_tranf_2	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004520-T1	-1.32160380211518	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001963-T1	-1.32424343917146	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001960-T1	-1.3298812814789	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000193-T1	-1.34450884267209	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR017853 Glycoside hydrolase superfamily	GH13	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001967-T1	-1.35655703495182	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001063-T1	-1.35998125023256	NA	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001856-T1	-1.37738953176632	IPR037176 Osmotin/thaumatin-like superfamily	NA	NA		TRUE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_002506-T1	-1.3844518700988	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006327-T1	-1.39253882983152	IPR018466 Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007397-T1	-1.39601917580437	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007872-T1	-1.41394711872216	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_010596-T1	-1.41427143708131	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008420-T1	-1.41572421343854	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000892-T1	-1.42734955693828	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000378-T1	-1.4449829918538	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_003211-T1	-1.50230030424917	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_010280-T1	-1.53383320808415	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005814-T1	-1.54124984193215	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009786-T1	-1.55404976117025	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009926-T1	-1.64626244732519	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004966-T1	-1.66416423824694	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008109-T1	-2.65763318392677	IPR004143 Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	NA	NA	K03800	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001156-T3	-3.9104052023503	IPR003822 Paired amphipathic helix, IPR013194 Histone deacetylase interacting domain, IPR031693 Sin3, C-terminal, IPR036600 Paired amphipathic helix superfamily	NA	NA	K11644	FALSE	FALSE
Center / Apothecia	centre	XANPAGTX0501_006303-T1	1.30848773720477	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006767-T1	-1.00112139564031	IPR017956 AT hook, DNA-binding motif	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001647-T1	-1.00344076225816	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006026-T1	-1.00599687168982	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010639-T1	-1.00999517223697	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000350-T1	-1.01020503000095	IPR003439 ABC transporter-like, ATP-binding domain, IPR003593 AAA+ ATPase domain, IPR013525 ABC-2 type transporter, IPR017871 ABC transporter-like, conserved site, IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA	K05681	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005347-T1	-1.01067969770457	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004759-T1	-1.01122124461905	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006900-T1	-1.01277958766377	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009389-T1	-1.01453875295924	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007378-T1	-1.01697033101948	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005621-T1	-1.02077969994454	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010022-T1	-1.02360954844312	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009499-T1	-1.02366282458258	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006945-T1	-1.03046211512618	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000661-T1	-1.03270879563812	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006946-T1	-1.03723308985212	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002624-T1	-1.03829893081761	IPR029058 Alpha/Beta hydrolase fold	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010094-T1	-1.03969332312146	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008594-T1	-1.04018783952115	IPR036259 MFS transporter superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001497-T1	-1.04051681092245	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000203-T1	-1.0405567400642	IPR001938 Thaumatin family, IPR037176 Osmotin/thaumatin-like superfamily	GH152	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010087-T1	-1.04093533528987	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003186-T1	-1.04170873199335	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010640-T1	-1.04274681466943	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004003-T1	-1.04341221085871	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000909-T1	-1.05040577043722	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002181-T1	-1.05050369035051	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010204-T1	-1.05151703974191	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006142-T1	-1.05644908855838	NA	NA	NA		TRUE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005447-T1	-1.06038224143608	IPR024500 Domain of unknown function DUF3074	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004484-T1	-1.06301063944672	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000065-T1	-1.06431379247408	IPR027921 NOP protein chaperone 1	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006920-T1	-1.06605982508052	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003265-T1	-1.06794515643487	IPR007203 ORMDL family	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002152-T1	-1.06947452464966	IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR040632 Sulfotransferase, S. mansonii-type	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_003742-T1	-1.06982390689011	IPR001509 NAD-dependent epimerase/dehydratase, IPR036291 NAD(P)-binding domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006931-T1	-1.07249397642918	IPR013087 Zinc finger C2H2-type	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002657-T1	-1.0734909483123	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005924-T1	-1.07445469374576	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007353-T1	-1.07721677026862	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005583-T1	-1.07977938130216	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009580-T1	-1.09199303495759	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004141-T1	-1.10231729195321	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010231-T1	-1.1044899318775	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008637-T1	-1.10626413342938	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000885-T1	-1.1088586500544	IPR036305 RGS domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003865-T1	-1.10923524883094	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000417-T1	-1.10973743292197	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005025-T1	-1.11549587994098	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000848-T1	-1.11554471183651	IPR016137 RGS domain, IPR036305 RGS domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006384-T1	-1.12565541180226	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004308-T1	-1.12758243903216	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010011-T1	-1.13449256161083	IPR036013 Band 7/SPFH domain superfamily	NA	NA	K07192	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005047-T1	-1.13551406380193	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002639-T1	-1.13657033692344	IPR002740 EVE domain, IPR015947 PUA-like superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006342-T1	-1.13896454644025	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_004244-T1	-1.13970615455035	IPR003165 Piwi domain, IPR012337 Ribonuclease H-like superfamily, IPR014811 Argonaute, linker 1 domain, IPR032472 Argonaute linker 2 domain, IPR032474 Protein argonaute, N-terminal, IPR036085 PAZ domain superfamily, IPR036397 Ribonuclease H superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005153-T1	-1.14121189699884	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009787-T1	-1.1418820302414	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008527-T1	-1.1426274182248	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009812-T1	-1.14345905209109	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006215-T1	-1.14516647503755	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001925-T1	-1.14591810271372	IPR001841 Zinc finger, RING-type, IPR002867 IBR domain	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006992-T1	-1.14677491772717	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010010-T1	-1.14678887476743	IPR036013 Band 7/SPFH domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009594-T1	-1.14935736812495	IPR002877 Ribosomal RNA methyltransferase, FtsJ domain, IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005832-T1	-1.15065379653722	IPR009836 Glycine-rich domain-containing protein-like	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006250-T1	-1.15398166985392	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002478-T1	-1.15455461720756	IPR013126 Heat shock protein 70 family, IPR043129 ATPase, nucleotide binding domain	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003033-T1	-1.15511594889168	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002477-T1	-1.15709859935784	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010530-T1	-1.15866421689421	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001222-T1	-1.16777412162153	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009738-T1	-1.17058531603144	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006766-T1	-1.17155482701914	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010007-T1	-1.17528931526466	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009438-T1	-1.1754876032136	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003238-T1	-1.1770216097844	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009437-T1	-1.17955499792769	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010368-T1	-1.18000047797359	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001509-T1	-1.18114618747192	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001462-T1	-1.18231061765856	IPR008775 Phytanoyl-CoA dioxygenase-like	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005177-T1	-1.18567333615832	IPR001313 Pumilio RNA-binding repeat, IPR011989 Armadillo-like helical, IPR016024 Armadillo-type fold, IPR033133 Pumilio homology domain, IPR033712 Pumilio, RNA binding domain	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001839-T1	-1.18998829238416	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009785-T1	-1.19102023237969	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007467-T1	-1.20354598048578	IPR013830 SGNH hydrolase-type esterase domain, IPR036514 SGNH hydrolase superfamily	CE3	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010638-T1	-1.20384493130382	IPR003593 AAA+ ATPase domain, IPR003959 ATPase, AAA-type, core, IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_008862-T1	-1.20466301833219	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008420-T1	-1.20538522938922	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010529-T1	-1.21280736459998	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001648-T1	-1.21494798877432	IPR000504 RNA recognition motif domain, IPR012677 Nucleotide-binding alpha-beta plait domain superfamily, IPR035979 RNA-binding domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005677-T1	-1.22057332627156	IPR004313 Acireductone dioxygenase ARD family, IPR011051 RmlC-like cupin domain superfamily, IPR014710 RmlC-like jelly roll fold, IPR027496 Acireductone dioxygenase, eukaryotes	NA	NA	K08967	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005317-T1	-1.22616251334563	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005370-T1	-1.23151895445176	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000888-T1	-1.2346640975052	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009407-T1	-1.24124191964734	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009599-T1	-1.24282826619168	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006143-T1	-1.24385645638575	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000622-T1	-1.24448919002784	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007851-T1	-1.24582251637159	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001498-T1	-1.24827184238539	IPR012340 Nucleic acid-binding, OB-fold	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008005-T1	-1.25144803713748	IPR001965 Zinc finger, PHD-type, IPR011011 Zinc finger, FYVE/PHD-type, IPR013083 Zinc finger, RING/FYVE/PHD-type, IPR019786 Zinc finger, PHD-type, conserved site, IPR019787 Zinc finger, PHD-finger	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005952-T1	-1.25318364331904	IPR032675 Leucine-rich repeat domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000707-T1	-1.2553195937623	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003775-T2	-1.26091649085671	IPR003100 PAZ domain, IPR003165 Piwi domain, IPR012337 Ribonuclease H-like superfamily, IPR014811 Argonaute, linker 1 domain, IPR032472 Argonaute linker 2 domain, IPR032473 Protein argonaute, Mid domain, IPR032474 Protein argonaute, N-terminal, IPR036085 PAZ domain superfamily, IPR036397 Ribonuclease H superfamily	NA	NA	K11593	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005280-T1	-1.26429604858181	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003264-T1	-1.26496784787039	IPR000210 BTB/POZ domain, IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008708-T1	-1.26545518729704	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001062-T1	-1.26823236676997	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006095-T1	-1.27297775526898	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009628-T1	-1.27692085689058	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004596-T1	-1.28142784903918	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004753-T1	-1.28189741057827	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000281-T1	-1.2821817204274	IPR011701 Major facilitator superfamily, IPR020846 Major facilitator superfamily domain, IPR036259 MFS transporter superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_003198-T1	-1.28671256186118	IPR022085 Oxopyrrolidines biosynthesis cluster protein G	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_010276-T1	-1.28900370281091	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010523-T1	-1.28900370281091	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007934-T1	-1.2911565292657	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002054-T1	-1.29183751311667	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005550-T1	-1.29468260880089	IPR001810 F-box domain, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005188-T1	-1.29861559673456	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004102-T1	-1.29911516639875	IPR000420 Yeast PIR protein repeat	NA	NA	K26550	TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002019-T1	-1.29959380288091	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010021-T1	-1.29961793821712	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002159-T1	-1.30177315171811	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_002946-T1	-1.30756420943459	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_003790-T1	-1.31109696109504	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_002123-T1	-1.31272919807399	IPR000504 RNA recognition motif domain, IPR007855 RNA-dependent RNA polymerase, eukaryotic-type, IPR035979 RNA-binding domain superfamily	NA	NA	K11699	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000751-T1	-1.31281148655471	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001644-T1	-1.31360097746646	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007232-T1	-1.31432503866557	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006139-T1	-1.31589983097395	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001436-T1	-1.32027568000077	IPR002048 EF-hand domain, IPR011992 EF-hand domain pair, IPR018247 EF-Hand 1, calcium-binding site	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006420-T1	-1.32079920071702	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005281-T1	-1.32422471852435	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004466-T1	-1.32889993682306	IPR000490 Glycoside hydrolase family 17, IPR017853 Glycoside hydrolase superfamily, IPR018620 Ubiquitin 3 binding protein But2, C-terminal	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002098-T1	-1.33434790207638	IPR000504 RNA recognition motif domain, IPR012677 Nucleotide-binding alpha-beta plait domain superfamily, IPR035979 RNA-binding domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007833-T1	-1.34399304970282	IPR002889 Carbohydrate-binding WSC, IPR018535 Domain of unknown function DUF1996	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004270-T1	-1.34690317641336	IPR009465 Spondin, N-terminal	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003124-T1	-1.34887171471308	IPR001461 Aspartic peptidase A1 family, IPR001969 Aspartic peptidase, active site, IPR021109 Aspartic peptidase domain superfamily, IPR033121 Peptidase family A1 domain, IPR034164 Pepsin-like domain	NA	A01A		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000938-T1	-1.358335794486	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007254-T1	-1.36264653646334	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010211-T1	-1.36264653646334	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008200-T1	-1.36287902964314	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003864-T1	-1.36394026959583	IPR009075 Acyl-CoA dehydrogenase/oxidase C-terminal, IPR009100 Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily, IPR013786 Acyl-CoA dehydrogenase/oxidase, N-terminal, IPR036250 Acyl-CoA dehydrogenase-like, C-terminal, IPR037069 Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005775-T1	-1.36425003514063	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007473-T1	-1.37593412516474	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007936-T1	-1.37917579397852	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005640-T1	-1.38043161790108	IPR013087 Zinc finger C2H2-type	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000026-T1	-1.3818142429957	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010180-T1	-1.38353232863962	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010275-T1	-1.38420424975482	IPR003593 AAA+ ATPase domain, IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR041679 DNA2/NAM7 helicase-like, C-terminal	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006203-T1	-1.38619991072758	IPR001841 Zinc finger, RING-type, IPR002867 IBR domain, IPR013083 Zinc finger, RING/FYVE/PHD-type, IPR017907 Zinc finger, RING-type, conserved site	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001955-T1	-1.38719164290951	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain, IPR001451 Hexapeptide repeat, IPR002110 Ankyrin repeat, IPR011004 Trimeric LpxA-like superfamily, IPR018357 Hexapeptide transferase, conserved site, IPR020683 Domain of unknown function DUF3447, IPR024688 Maltose/galactoside acetyltransferase, IPR036770 Ankyrin repeat-containing domain superfamily, IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009761-T1	-1.38784828738618	IPR001283 Cysteine-rich secretory protein-related, IPR014044 CAP domain, IPR018244 Allergen V5/Tpx-1-related, conserved site, IPR034120 None, IPR035940 CAP superfamily	NA	NA	K20412	TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002410-T1	-1.39172881530947	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006114-T1	-1.39353980771074	IPR001680 WD40 repeat, IPR015943 WD40/YVTN repeat-like-containing domain superfamily, IPR036322 WD40-repeat-containing domain superfamily	NA	NA	K12782	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007365-T1	-1.39781507823658	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009326-T1	-1.39830737542496	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005584-T1	-1.39838721017084	NA	NA	NA		FALSE	FALSE
