"query","target","nident","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","prob","evalue","bits"
"299_FUN005641T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5M8PL21-F1-model_v4",21,0.164,128,95,4,11,132,66,187,1,2.188e-05,215
"299_FUN005641T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5M8PZ52-F1-model_v4",17,0.122,139,107,7,1,132,53,183,1,1.171e-05,212
"299_FUN005641T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5M8PE72-F1-model_v4",19,0.15,126,101,4,11,135,67,187,1,1.814e-05,205
"299_FUN005641T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5M8PH16-F1-model_v4",17,0.14,121,98,4,13,131,78,194,1,5.95e-05,203
"314_FUN005768T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A384JZK1-F1-model_v4",31,0.179,173,101,5,19,162,51,211,1,1.499e-08,272
"314_FUN005768T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Z1HN09-F1-model_v4",33,0.18,183,100,6,18,162,26,196,1,3.724e-08,266
"314_FUN005768T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Z1HMH8-F1-model_v4",28,0.142,197,102,7,21,162,1,185,1,1.316e-08,264
"314_FUN005768T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Z1GB68-F1-model_v4",30,0.152,197,114,7,7,162,4,188,0,5.298e-09,-2147483648
"314_FUN005768T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6JDV2-F1-model_v4",33,0.168,196,124,6,1,162,244,434,0,3.867e-07,-2147483648
"412_FUN007467T1unrelaxedrank001alphafold2ptm.pdb","AF-W7N164-F1-model_v4",75,0.35,214,132,3,279,485,4,217,1,5.002e-19,775
"412_FUN007467T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N7B3F7-F1-model_v4",74,0.349,212,130,2,282,485,28,239,1,3.651e-18,762
"412_FUN007467T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4E9DHT3-F1-model_v4",77,0.375,205,124,2,284,484,24,228,1,2.645e-18,757
"412_FUN007467T1unrelaxedrank001alphafold2ptm.pdb","AF-N1RLS3-F1-model_v4",72,0.341,211,135,2,279,485,98,308,1,3.651e-18,751
"412_FUN007467T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A093XNU2-F1-model_v4",73,0.337,216,133,3,278,485,25,238,1,5.612e-18,728
"443_FUN008186T1unrelaxedrank001alphafold2ptm.pdb","AF-C4JT37-F1-model_v4",77,0.52,148,64,2,1,144,104,248,1,2.287e-22,875
"443_FUN008186T1unrelaxedrank001alphafold2ptm.pdb","AF-U4KWQ1-F1-model_v4",73,0.5,146,64,2,9,146,125,269,1,3.175e-18,672
"443_FUN008186T1unrelaxedrank001alphafold2ptm.pdb","AF-A8NEX7-F1-model_v4",54,0.4,135,74,3,9,140,7,137,1,2.839e-15,556
"443_FUN008186T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4V3SIJ8-F1-model_v4",62,0.439,141,76,1,9,149,39,176,0,1.251e-17,-2147483648
"443_FUN008186T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0C3HWR8-F1-model_v4",79,0.49,161,67,2,1,149,41,198,0,3.911e-22,-2147483648
"447_FUN008269T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A177D3J4-F1-model_v4",76,0.248,306,149,17,1,232,56,354,1,1.426e-18,591
"447_FUN008269T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A5KBT9-F1-model_v4",71,0.246,288,143,12,13,232,1,282,1,1.18e-18,578
"447_FUN008269T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A816R487-F1-model_v4",54,0.225,240,143,13,4,234,60,265,1,3.693e-11,290
"447_FUN008269T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1J1IUR3-F1-model_v4",40,0.165,241,148,16,8,233,47,249,1,1.794e-10,275
"447_FUN008269T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0N4ZM69-F1-model_v4",26,0.122,213,148,10,2,211,18,194,1,5.654e-08,200
"450_FUN008290T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A136J8L8-F1-model_v4",25,0.135,185,97,10,1,178,19,147,1,0.0002174,139
"450_FUN008290T1unrelaxedrank001alphafold2ptm.pdb","AF-D4AMW3-F1-model_v4",24,0.143,167,97,7,1,157,14,144,1,0.0009542,138
"450_FUN008290T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2P4XKT6-F1-model_v4",12,0.122,98,77,3,2,93,8,102,1,0.0174,110
"450_FUN008290T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A329SMA9-F1-model_v4",14,0.1,140,101,7,1,130,6,130,0.996,0.04179,89
"450_FUN008290T1unrelaxedrank001alphafold2ptm.pdb","AF-G5A1C4-F1-model_v4",11,0.104,105,76,6,2,97,20,115,0.984,0.2691,80
"454_FUN008400T1unrelaxedrank001alphafold2ptm.pdb","AF-Q3I3B1-F1-model_v4",37,0.366,101,64,0,1,101,4,104,0,1.564e-10,-2147483648
"454_FUN008400T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1HP33-F1-model_v4",37,0.366,101,64,0,1,101,18,118,0,5.099e-11,-2147483648
"454_FUN008400T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6C1LWC6-F1-model_v4",38,0.358,106,68,0,1,106,21,126,0,5.704e-11,-2147483648
"454_FUN008400T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6R1N9-F1-model_v4",36,0.36,100,63,1,3,101,25,124,0,2.448e-10,-2147483648
"454_FUN008400T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A165HP65-F1-model_v4",38,0.376,101,63,0,1,101,22,122,0,1.85e-10,-2147483648
"456_FUN008424T1unrelaxedrank001alphafold2ptm.pdb","AF-R7YRL3-F1-model_v4",51,0.432,118,65,1,1,116,3,120,1,8.236e-12,508
"456_FUN008424T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1H9J1-F1-model_v4",47,0.388,121,69,3,3,118,7,127,1,8.236e-12,486
"456_FUN008424T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Z5SLQ5-F1-model_v4",49,0.401,122,70,2,1,119,1,122,1,1.973e-11,482
"456_FUN008424T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1LJU6-F1-model_v4",51,0.418,122,68,2,1,119,1,122,1,6.924e-11,481
"456_FUN008424T1unrelaxedrank001alphafold2ptm.pdb","AF-U4LSB7-F1-model_v4",34,0.283,120,83,2,1,119,6,123,1,1.642e-09,393
"466_FUN008667T1unrelaxedrank001alphafold2ptm.pdb","AF-B8M3Y5-F1-model_v4",45,0.351,128,72,5,2,121,78,202,1,5.448e-10,365
"466_FUN008667T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A094A1V4-F1-model_v4",41,0.312,131,75,5,2,121,57,183,1,1.342e-10,364
"466_FUN008667T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A094A9M9-F1-model_v4",41,0.32,128,74,5,1,120,58,180,1,1.159e-08,315
"466_FUN008667T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0A1TQM0-F1-model_v4",31,0.21,147,76,10,2,118,24,160,1,8.82e-07,229
"466_FUN008667T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6CB06-F1-model_v4",20,0.136,147,95,9,2,118,27,171,1,5.542e-05,161
"468_FUN008694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1F8VDP0-F1-model_v4",6,0.162,37,31,0,1,37,8,44,0.817,5.301,62
"468_FUN008694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3R7PPU8-F1-model_v4",6,0.15,40,31,1,7,46,26,62,0.601,3.447,54
"469_FUN008754T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1J9QJZ9-F1-model_v4",192,0.462,415,168,13,1,374,29,429,1,1.179e-47,1852
"469_FUN008754T1unrelaxedrank001alphafold2ptm.pdb","AF-A1C4K0-F1-model_v4",153,0.414,369,199,7,14,377,3,359,1,2.616e-44,1695
"469_FUN008754T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0C2EMA2-F1-model_v4",184,0.474,388,173,11,3,376,22,392,1,2.683e-43,1643
"469_FUN008754T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A319CJ82-F1-model_v4",156,0.388,402,207,12,1,377,26,413,1,1.068e-40,1490
"469_FUN008754T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0N0NRF6-F1-model_v4",124,0.31,400,237,14,3,376,27,413,1,1.734e-34,1221
"238_FUN004305T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6QJZ1-F1-model_v4",261,0.619,421,156,3,2,420,20,438,1,2.102e-68,2559
"238_FUN004305T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6V308-F1-model_v4",237,0.566,418,179,2,3,419,21,437,1,1.374e-65,2457
"238_FUN004305T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A420XZ14-F1-model_v4",239,0.567,421,179,2,2,420,16,435,1,1.325e-61,2244
"238_FUN004305T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A175W8B6-F1-model_v4",220,0.521,422,197,4,2,420,16,435,1,7.806e-61,2218
"238_FUN004305T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-K3W1Z3-F1-model_v4",215,0.508,423,199,4,1,418,8,426,1,4.42e-59,2139
"241_FUN004346T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A094EZH8-F1-model_v4",290,0.683,424,132,2,2,424,163,585,1,1.181e-71,2976
"241_FUN004346T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A094H9D5-F1-model_v4",292,0.691,422,128,2,2,422,27,447,1,2.142e-70,2921
"241_FUN004346T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1B8FG35-F1-model_v4",289,0.683,423,132,2,2,423,27,448,1,1.883e-69,2889
"241_FUN004346T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2T2NE78-F1-model_v4",269,0.629,427,151,5,1,424,9,431,1,2.402e-67,2783
"241_FUN004346T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A4Q4UZE7-F1-model_v4",276,0.644,428,141,7,1,423,48,469,1,2.075e-65,2674
"285_FUN005364T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A2E5M3X4-F1-model_v4",3,0.071,42,38,1,1,42,12,52,0,7.443,-2147483648
"287_FUN005376T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2W2A6-F1-model_v4",18,0.133,135,103,7,2,132,93,217,1,0.0001963,170
"287_FUN005376T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A5UQR4-F1-model_v4",14,0.118,118,90,3,15,131,30,134,1,0.003909,143
"287_FUN005376T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0J8QKS7-F1-model_v4",13,0.109,119,92,4,14,130,50,156,1,0.003289,143
"287_FUN005376T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A7C8NF72-F1-model_v4",19,0.137,138,93,9,1,131,85,203,1,0.01647,114
"287_FUN005376T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A428UKZ4-F1-model_v4",18,0.142,126,83,10,14,131,88,196,1,0.01308,110
"289_FUN005390T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A5M9MXD6-F1-model_v4",138,0.394,350,163,6,4,311,70,412,1,1.183e-36,1323
"289_FUN005390T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-W3X8Z8-F1-model_v4",144,0.41,351,158,8,3,311,10,353,1,1.481e-35,1275
"289_FUN005390T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0G2FVW3-F1-model_v4",129,0.365,353,170,6,5,311,67,411,1,4.569e-34,1237
"289_FUN005390T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0F4ZHU7-F1-model_v4",125,0.352,355,179,8,2,311,43,391,1,3.753e-33,1214
"289_FUN005390T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4Z0YKK5-F1-model_v4",114,0.318,358,191,11,4,314,10,361,1,3.753e-33,1178
"295_FUN005540T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1W5D9F6-F1-model_v4",277,0.578,479,194,3,4,476,46,522,1,1.304e-68,2993
"295_FUN005540T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-W9CIP8-F1-model_v4",254,0.502,505,220,5,1,476,47,549,1,6.013e-65,2791
"295_FUN005540T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A2J6T181-F1-model_v4",248,0.495,501,227,3,1,476,32,531,1,1.349e-63,2750
"295_FUN005540T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A194WWI5-F1-model_v4",251,0.503,499,220,5,4,476,155,651,1,7.555e-64,2750
"295_FUN005540T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A2J6QM02-F1-model_v4",242,0.483,501,232,4,1,476,32,530,1,1.131e-61,2654
"312_FUN005748T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0S7DZK1-F1-model_v4",215,0.456,471,253,2,6,475,39,507,1,2.819e-67,2489
"312_FUN005748T1unrelaxedrank001alphafold2ptm.pdb","AF-U1GF15-F1-model_v4",197,0.418,471,271,2,6,475,41,509,1,2.853e-65,2411
"312_FUN005748T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y2DVM2-F1-model_v4",197,0.412,478,275,5,1,475,36,510,1,6.362e-63,2347
"312_FUN005748T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1L9WLV0-F1-model_v4",161,0.344,468,303,3,10,475,2,467,1,5.88e-56,2048
"312_FUN005748T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F8W3I5-F1-model_v4",162,0.364,444,276,5,6,446,30,470,1,1.798e-51,1817
"31_FUN000479T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-L8GVM4-F1-model_v4",9,0.132,68,49,5,21,81,618,682,0.057,8.041,25
"368_FUN006642T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1X7SEV4-F1-model_v4",9,0.183,49,35,1,17,60,100,148,0.233,4.67,41
"181_FUN003285T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0J8R059-F1-model_v4",284,0.561,506,215,3,2,505,41,541,1,6.685e-63,2936
"181_FUN003285T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6H0XQH2-F1-model_v4",304,0.61,498,186,6,9,502,10,503,1,1.192e-60,2796
"181_FUN003285T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A507QMY1-F1-model_v4",254,0.5,507,242,4,1,505,33,530,1,1.125e-58,2666
"181_FUN003285T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-C4JVH5-F1-model_v4",269,0.529,508,216,6,3,505,44,533,1,2.438e-56,2527
"181_FUN003285T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0J6IFB1-F1-model_v4",249,0.567,439,186,2,3,439,42,478,1,9.378e-51,2317
"189_FUN003378T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A2E9SS76-F1-model_v4",19,0.131,144,124,1,1,144,23,165,1,8.302e-09,366
"189_FUN003378T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A7H8RCZ4-F1-model_v4",24,0.153,156,118,3,1,148,9,158,1,9.321e-09,339
"189_FUN003378T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-W9BTS0-F1-model_v4",23,0.159,144,116,3,1,144,4,142,1,2.969e-08,339
"189_FUN003378T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-I9KF87-F1-model_v4",20,0.136,146,117,5,1,142,14,154,1,1.763e-08,337
"189_FUN003378T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A0D2BM37-F1-model_v4",25,0.147,169,123,10,2,154,138,301,1,1.439e-06,245
"191_FUN003435T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A1W5DE84-F1-model_v4",35,0.402,87,51,1,32,117,485,571,1,3.128e-09,364
"191_FUN003435T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3E2HFR0-F1-model_v4",30,0.361,83,49,1,34,116,381,459,1,1.162e-07,312
"191_FUN003435T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A5J5ECE5-F1-model_v4",30,0.357,84,52,2,32,114,17,99,1,3.962e-07,289
"191_FUN003435T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-U4LRI5-F1-model_v4",30,0.303,99,63,3,24,117,253,350,1,1.09e-07,284
"191_FUN003435T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3D8R2C7-F1-model_v4",31,0.336,92,55,2,27,116,235,322,1,1.351e-06,254
"217_FUN003872T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A179F141-F1-model_v4",203,0.445,456,247,4,6,460,357,807,1,6.244e-62,2319
"217_FUN003872T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6CZV0-F1-model_v4",221,0.464,476,232,4,6,460,17,490,1,3.455e-62,2294
"217_FUN003872T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A178FKZ7-F1-model_v4",181,0.394,459,270,4,6,459,13,468,1,2.24e-55,2062
"217_FUN003872T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2S7PWV0-F1-model_v4",185,0.437,423,230,4,1,418,26,445,1,4.892e-53,1940
"217_FUN003872T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A559M9D9-F1-model_v4",178,0.432,412,226,5,4,413,128,533,1,1.607e-51,1893
"230_FUN004065T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A4U0VRF4-F1-model_v4",11,0.171,64,51,2,6,68,13,75,0.999,0.01558,98
"230_FUN004065T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1N7FZR8-F1-model_v4",11,0.137,80,57,4,2,74,107,181,0.994,0.0106,87
"230_FUN004065T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A820P2B3-F1-model_v4",27,0.129,209,98,11,6,152,79,265,0.994,0.004598,87
"230_FUN004065T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-C7NS98-F1-model_v4",7,0.081,86,67,4,2,77,70,153,0.967,0.08277,75
"230_FUN004065T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A5E3WGP3-F1-model_v4",9,0.157,57,44,3,14,68,105,159,0.872,0.2313,65
"235_FUN004226T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A0F7U4N9-F1-model_v4",82,0.2,408,187,19,103,416,178,540,1,1.716e-15,391
"235_FUN004226T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A366S9W8-F1-model_v4",57,0.358,159,95,5,96,251,946,1100,1,6.044e-10,285
"235_FUN004226T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A395ITI4-F1-model_v4",36,0.133,269,160,14,221,416,4,272,1,2.305e-08,284
"235_FUN004226T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A4Z0Z4R1-F1-model_v4",63,0.35,180,83,11,49,217,785,941,1,2.608e-10,276
"235_FUN004226T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A4Q4SRX6-F1-model_v4",38,0.131,288,152,13,222,416,68,350,1,6.681e-08,247
"240_FUN004329T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A6A5YFR6-F1-model_v4",39,0.293,133,92,2,5,136,31,162,1,6.873e-14,677
"240_FUN004329T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A0C3C384-F1-model_v4",41,0.301,136,94,1,1,136,38,172,1,1.081e-12,645
"240_FUN004329T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A0D2EUD7-F1-model_v4",40,0.287,139,92,2,5,136,39,177,1,8.375e-13,618
"240_FUN004329T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-W3XCY0-F1-model_v4",41,0.286,143,93,4,3,136,32,174,1,1.626e-12,611
"240_FUN004329T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A6A6BZZ5-F1-model_v4",34,0.242,140,101,4,1,136,28,166,1,1.525e-10,528
"244_FUN004437T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A364KRR8-F1-model_v4",129,0.486,265,123,3,2,260,23,280,1,5.796e-35,1191
"244_FUN004437T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6RRD5-F1-model_v4",108,0.389,277,155,4,3,266,2,277,1,3.692e-33,1142
"244_FUN004437T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0A1SI56-F1-model_v4",98,0.351,279,159,5,3,266,22,293,1,9.393e-31,1008
"244_FUN004437T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1J9RYT3-F1-model_v4",90,0.323,278,173,7,1,267,22,295,1,1.699e-29,1000
"244_FUN004437T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A136IN19-F1-model_v4",88,0.309,284,171,8,3,269,19,294,1,1.307e-27,890
"67_FUN001051T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A395SU71-F1-model_v4",111,0.412,269,145,6,18,279,307,569,1,9.187e-34,1251
"67_FUN001051T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2T4C9H5-F1-model_v4",121,0.449,269,135,5,18,279,39,301,1,2.681e-33,1235
"67_FUN001051T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-X0D3P7-F1-model_v4",114,0.423,269,142,6,18,279,345,607,1,2.422e-32,1205
"67_FUN001051T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0G2IAS4-F1-model_v4",104,0.383,271,154,5,16,279,319,583,1,1.384e-30,1127
"67_FUN001051T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2T0FDS0-F1-model_v4",90,0.343,262,168,4,21,280,211,470,1,2.349e-27,1015
"70_FUN001083T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1Y1VH03-F1-model_v4",148,0.344,430,236,14,4,407,53,462,1,9.816e-25,1029
"70_FUN001083T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1Y1XE42-F1-model_v4",142,0.319,445,230,14,4,393,40,466,1,5.058e-24,1008
"70_FUN001083T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A4S8MEM9-F1-model_v4",179,0.38,470,216,21,1,416,83,531,1,7.411e-25,970
"70_FUN001083T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-U5H8H3-F1-model_v4",171,0.366,466,174,17,2,368,61,504,1,1.791e-23,955
"70_FUN001083T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A0H5C8Z2-F1-model_v4",129,0.272,474,269,15,1,416,23,478,1,6.346e-23,914
"76_FUN001136T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A1J9R4V4-F1-model_v4",83,0.312,266,103,7,2,257,397,592,1,2.932e-19,427
"76_FUN001136T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3M7A6V9-F1-model_v4",75,0.285,263,113,5,4,258,411,606,1,1.006e-18,416
"76_FUN001136T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A370TEB2-F1-model_v4",77,0.285,270,110,7,1,259,38,235,1,1.211e-18,415
"76_FUN001136T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-S3D211-F1-model_v4",74,0.279,265,111,9,2,257,41,234,1,4.07e-17,370
"76_FUN001136T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A2J6SP16-F1-model_v4",58,0.186,311,144,14,2,259,37,291,1,8.874e-13,257
"81_FUN001263T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1L9Q3G8-F1-model_v4",115,0.406,283,157,5,1,280,16,290,1,2.168e-33,1291
"81_FUN001263T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6V9K5-F1-model_v4",119,0.402,296,162,7,3,294,5,289,1,6.502e-34,1289
"81_FUN001263T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A175VZM7-F1-model_v4",116,0.371,312,166,8,3,294,41,342,1,6.459e-32,1249
"81_FUN001263T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A135VAA9-F1-model_v4",102,0.308,331,179,9,3,294,32,351,1,6.095e-31,1184
"81_FUN001263T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2T4AP63-F1-model_v4",107,0.356,300,167,8,3,288,43,330,1,5.463e-31,1149
"87_FUN001516T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A6A6CBM2-F1-model_v4",66,0.336,196,115,6,1,191,17,202,1,1.859e-15,601
"87_FUN001516T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A0S6XKH3-F1-model_v4",66,0.345,191,113,7,1,188,18,199,1,3.042e-15,595
"87_FUN001516T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A4U0W9A4-F1-model_v4",64,0.335,191,116,8,2,189,18,200,1,1.408e-14,562
"87_FUN001516T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-W3WTV3-F1-model_v4",62,0.322,192,101,6,1,192,23,185,1,1.066e-13,501
"87_FUN001516T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A2V1BWH0-F1-model_v4",55,0.282,195,110,6,1,187,16,188,1,3.351e-12,439
"124_FUN002310T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4S9HNV5-F1-model_v4",233,0.533,437,182,9,1,425,17,443,1,1.305e-65,2356
"124_FUN002310T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-R1GBW7-F1-model_v4",190,0.438,433,165,10,1,425,19,381,1,8.157e-52,1799
"124_FUN002310T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0F8A632-F1-model_v4",136,0.318,427,222,7,2,425,20,380,1,7.294e-45,1472
"124_FUN002310T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2XEY2-F1-model_v4",126,0.295,427,221,10,1,420,20,373,1,3.235e-42,1424
"124_FUN002310T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-S3D726-F1-model_v4",104,0.242,428,241,10,2,421,31,383,1,2.405e-35,1147
"131_FUN002396T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0M9VUM1-F1-model_v4",200,0.5,400,190,3,2,393,23,420,1,1.996e-58,2266
"131_FUN002396T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A136J8R3-F1-model_v4",206,0.614,335,121,2,66,393,4,337,1,4.441e-52,1992
