Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.365	k__Bacteria (UID203)	5449	104	58	0.47	0.00	0.00	355086	0	109	109	3172	3172	3257	3257	8053	8053	70.3	1.55	93.22	11	448	101	3	0	0	0	0
bin.366	root (UID1)	5656	56	24	0.00	0.00	0.00	246792	0	51	51	4859	4859	4839	4839	17091	17091	54.9	1.36	91.09	11	279	56	0	0	0	0	0
bin.367	k__Bacteria (UID203)	5449	104	58	29.36	0.00	0.00	2826534	0	660	660	4249	4249	4282	4282	19401	19401	70.2	4.49	90.10	11	3193	76	28	0	0	0	0
bin.368	k__Bacteria (UID203)	5449	104	58	18.45	0.00	0.00	1827137	0	429	429	4152	4152	4259	4259	30541	30541	70.3	3.71	86.06	11	2126	90	14	0	0	0	0
bin.369	k__Archaea (UID2)	207	149	107	2.16	0.00	0.00	548512	0	59	59	13964	13964	9296	9296	41414	41414	50.4	4.99	71.41	4	627	143	6	0	0	0	0
bin.37	p__Bacteroidetes (UID2591)	364	302	203	71.06	0.74	0.00	3204383	0	597	597	5595	5595	5367	5367	18141	18141	45.7	1.32	89.57	11	3211	96	204	2	0	0	0
bin.370	o__Cytophagales (UID2936)	47	454	336	57.49	16.77	78.75	4921915	0	931	931	5479	5479	5286	5286	27219	27219	53.8	1.90	90.52	11	5025	213	181	50	10	0	0
bin.371	root (UID1)	5656	56	24	0.00	0.00	0.00	371369	0	114	114	3203	3203	3257	3257	5393	5393	60.7	1.33	76.26	4	601	56	0	0	0	0	0
bin.372	o__Sphingomonadales (UID3310)	26	569	293	84.17	6.19	65.00	2222793	0	338	338	8323	8323	6576	6576	28492	28492	64.5	1.42	93.91	11	2537	101	432	34	2	0	0
bin.373	root (UID1)	5656	56	24	0.00	0.00	0.00	508033	0	68	68	16489	16489	7471	7471	125418	125418	62.9	10.04	80.53	4	571	56	0	0	0	0	0
bin.374	o__Actinomycetales (UID1802)	274	388	214	92.08	3.92	30.77	5816390	0	356	356	24083	24083	16338	16338	115118	115118	74.7	1.79	91.70	11	5635	54	323	10	1	0	0
bin.375	o__Rhizobiales (UID3654)	92	481	319	99.32	1.57	57.14	4244948	0	165	165	42278	42278	25726	25726	137283	137283	71.6	2.21	88.24	11	4141	4	470	7	0	0	0
bin.376	k__Bacteria (UID203)	5449	104	58	38.36	10.50	0.00	23218115	0	2346	2346	12419	12419	9896	9896	74751	74751	49.2	1.57	79.51	4	34148	53	36	11	4	0	0
bin.377	o__Actinomycetales (UID1593)	69	400	198	85.42	0.59	66.67	3084912	0	288	288	15673	15673	10711	10711	91112	91112	67.8	2.10	90.33	11	3180	86	311	3	0	0	0
bin.378	k__Bacteria (UID203)	5449	104	58	47.18	15.17	0.00	33057185	0	3758	3758	11867	11867	8796	8796	69600	69600	48.5	2.62	77.68	4	50319	42	38	13	10	1	0
bin.379	o__Actinomycetales (UID1663)	488	309	185	96.83	3.89	15.38	3352952	0	190	190	26227	26227	17647	17647	79702	79702	69.3	1.39	91.96	11	3337	9	287	13	0	0	0
bin.38	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	1220207	0	249	249	5037	5037	4900	4900	19142	19142	57.6	1.66	86.73	11	1336	88	16	0	0	0	0
bin.380	o__Sphingomonadales (UID3310)	26	569	293	79.86	2.30	72.73	2424081	0	354	354	7887	7887	6847	6847	59037	59037	70.4	1.77	92.81	11	2624	163	395	11	0	0	0
bin.381	k__Bacteria (UID203)	5449	104	58	50.47	7.76	66.67	2006940	0	358	358	6103	6103	5605	5605	64919	64919	69.3	1.84	89.79	11	2277	61	37	6	0	0	0
bin.382	p__Bacteroidetes (UID2591)	364	301	202	95.54	1.24	33.33	3755057	0	64	64	97943	97943	58672	58672	371795	371795	51.7	0.83	92.37	11	3294	28	270	3	0	0	0
bin.383	k__Bacteria (UID203)	5449	103	58	28.28	0.00	0.00	1493821	0	347	347	4350	4350	4304	4304	14127	14127	41.5	1.57	86.90	11	1707	81	22	0	0	0	0
bin.384	k__Bacteria (UID203)	5449	104	58	13.67	2.60	0.00	48815752	0	10306	10306	4962	4962	4736	4736	44706	44706	52.8	1.59	90.08	4	73589	78	20	5	1	0	0
bin.385	o__Sphingomonadales (UID3310)	26	569	293	92.87	7.52	23.53	3783734	0	145	145	52191	52191	26094	26094	216756	216756	68.8	7.54	88.28	11	3746	43	494	31	1	0	0
bin.386	k__Archaea (UID2)	207	149	107	0.93	0.00	0.00	604361	0	68	68	29273	29273	8887	8887	63496	63496	52.3	11.07	51.37	11	766	148	1	0	0	0	0
bin.387	root (UID1)	5656	56	24	0.00	0.00	0.00	449768	0	15	15	42182	42182	29984	29984	60307	60307	46.9	1.21	86.96	11	427	56	0	0	0	0	0
bin.388	o__Actinomycetales (UID1593)	69	400	198	75.90	2.15	100.00	2443901	0	365	365	7905	7905	6695	6695	33905	33905	68.6	1.45	89.89	11	2521	84	310	6	0	0	0
bin.389	p__Bacteroidetes (UID2591)	364	303	203	97.78	3.48	44.44	5582931	0	198	198	41809	41809	28196	28196	130213	130213	41.8	1.59	88.26	11	4602	5	289	9	0	0	0
bin.39	root (UID1)	5656	56	24	4.17	0.00	0.00	617834	0	95	95	8424	8424	6503	6503	91414	91414	61.5	7.66	84.84	11	703	55	1	0	0	0	0
bin.4	root (UID1)	5656	56	24	0.00	0.00	0.00	556243	0	57	57	12860	12860	9758	9758	42396	42396	62.6	1.58	85.05	11	643	56	0	0	0	0	0
bin.40	p__Bacteroidetes (UID2591)	364	301	202	58.04	0.50	0.00	2215995	0	393	393	6012	6012	5638	5638	19717	19717	54.1	1.41	92.55	11	2236	138	162	1	0	0	0
bin.41	k__Bacteria (UID203)	5449	104	58	36.83	0.00	0.00	1982108	0	325	325	6864	6864	6098	6098	35624	35624	68.9	2.00	91.84	11	2235	74	30	0	0	0	0
bin.42	root (UID1)	5656	56	24	0.00	0.00	0.00	233557	0	29	29	13532	13532	8053	8053	21660	21660	63.2	1.19	74.56	11	326	56	0	0	0	0	0
bin.43	k__Bacteria (UID203)	5449	104	58	62.57	17.08	29.17	4236173	0	869	869	5100	5100	4874	4874	33105	33105	61.4	6.17	81.96	11	4385	53	37	9	5	0	0
bin.44	o__Rhizobiales (UID3654)	92	481	319	27.52	0.46	0.00	1356385	0	318	318	4165	4165	4265	4265	40111	40111	63.9	4.04	89.59	11	1535	336	142	3	0	0	0
bin.45	p__Actinobacteria (UID1454)	732	200	117	76.21	5.11	6.67	3393122	0	622	622	6106	6106	5455	5455	44388	44388	73.2	2.07	92.24	11	3966	54	133	12	1	0	0
bin.46	k__Archaea (UID2)	207	149	107	33.75	9.16	3.45	55253575	0	3122	3122	26394	26394	17698	17698	159000	159000	50.4	1.37	85.75	4	97254	92	41	13	2	0	1
bin.47	root (UID1)	5656	56	24	4.17	0.00	0.00	265797	0	73	73	3631	3631	3641	3641	7834	7834	68.5	1.87	92.05	11	294	55	1	0	0	0	0
bin.48	root (UID1)	5656	56	24	0.00	0.00	0.00	298687	0	8	8	39035	39035	37335	37335	64083	64083	51.1	0.69	43.19	11	453	56	0	0	0	0	0
bin.49	o__Sphingomonadales (UID3310)	26	569	293	81.71	3.81	26.32	2759807	0	230	230	17187	17187	11999	11999	104736	104736	70.7	2.86	90.89	11	2824	122	430	16	1	0	0
bin.5	p__Bacteroidetes (UID2591)	364	303	203	86.97	0.90	0.00	3243307	0	378	378	10360	10360	8580	8580	36383	36383	58.0	1.52	89.32	11	3248	58	242	3	0	0	0
bin.50	k__Bacteria (UID203)	5449	104	58	17.24	1.72	100.00	950990	0	257	257	3663	3663	3700	3700	10613	10613	65.1	1.79	86.42	11	1140	93	10	1	0	0	0
bin.51	k__Bacteria (UID203)	5449	104	58	13.07	1.72	0.00	1196226	0	229	229	5879	5879	5223	5223	23006	23006	57.4	9.43	74.97	11	1206	82	20	2	0	0	0
bin.52	root (UID1)	5656	56	24	0.00	0.00	0.00	414437	0	14	14	36905	36905	29602	29602	62262	62262	50.7	0.46	48.43	11	597	56	0	0	0	0	0
bin.53	f__Xanthomonadaceae (UID4214)	55	659	290	87.09	0.90	14.29	2674991	0	390	390	8515	8515	6858	6858	37335	37335	70.4	1.86	92.24	11	2736	131	521	7	0	0	0
bin.54	k__Bacteria (UID1452)	924	161	108	62.21	4.73	28.57	4460138	0	828	828	5746	5746	5386	5386	82794	82794	59.7	6.18	85.93	11	4851	64	90	7	0	0	0
bin.55	k__Bacteria (UID203)	5449	104	58	3.45	0.00	0.00	261009	0	7	7	71898	71898	37287	37287	92927	92927	70.2	0.93	92.09	11	273	102	2	0	0	0	0
bin.56	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	414119	0	82	82	4934	4934	5050	5050	26416	26416	68.7	4.86	88.75	11	499	95	9	0	0	0	0
bin.57	k__Bacteria (UID203)	5449	103	57	5.42	0.00	0.00	1109900	0	93	93	28400	28400	11934	11934	219330	219330	56.2	10.69	85.64	11	1367	98	5	0	0	0	0
bin.58	p__Bacteroidetes (UID2591)	364	303	203	97.26	1.01	50.00	3735741	0	152	152	32878	32878	24577	24577	116718	116718	58.6	1.44	88.20	11	3490	8	291	4	0	0	0
bin.59	k__Archaea (UID2)	207	149	107	1.58	0.00	0.00	405815	0	11	11	52030	52030	36892	36892	132711	132711	60.5	0.58	83.00	11	499	139	10	0	0	0	0
bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	242265	0	13	13	31595	31595	18635	18635	38774	38774	40.0	0.86	92.17	11	271	56	0	0	0	0	0
bin.60	k__Bacteria (UID203)	5449	104	58	35.20	4.91	0.00	9381231	0	1508	1508	6775	6775	6220	6220	85334	85334	52.8	3.38	87.20	4	11232	66	34	2	2	0	0
bin.61	k__Bacteria (UID203)	5449	104	58	24.83	1.72	100.00	968663	0	254	254	3812	3812	3813	3813	9669	9669	55.4	1.71	87.25	11	1015	87	16	1	0	0	0
bin.62	k__Bacteria (UID203)	5449	103	57	33.33	0.00	0.00	2935630	0	661	661	4578	4578	4441	4441	16041	16041	72.4	1.76	90.54	11	3396	81	22	0	0	0	0
bin.63	k__Bacteria (UID203)	5449	104	58	65.67	5.17	100.00	2591537	0	604	604	4371	4371	4290	4290	14637	14637	66.5	2.08	93.32	11	3027	59	42	3	0	0	0
bin.64	k__Bacteria (UID203)	5449	104	58	34.48	8.73	0.00	22353331	0	4294	4294	5507	5507	5205	5205	23696	23696	48.4	1.14	81.91	4	32076	55	33	11	5	0	0
bin.65	root (UID1)	5656	56	24	8.33	0.00	0.00	700408	0	222	222	3003	3003	3154	3154	5454	5454	71.2	1.80	92.43	11	797	54	2	0	0	0	0
bin.66	o__Actinomycetales (UID1697)	387	329	192	71.21	4.38	45.45	3592946	0	661	661	5928	5928	5435	5435	25912	25912	72.6	1.84	92.48	11	4059	114	204	11	0	0	0
bin.67	o__Rhodospirillales (UID3754)	63	336	201	90.22	2.40	83.33	3617198	0	311	311	17051	17051	11630	11630	69639	69639	70.0	1.82	92.78	11	3675	37	293	6	0	0	0
bin.68	o__Rhizobiales (UID3654)	92	481	319	95.37	7.44	65.96	5720237	0	520	520	14208	14208	11000	11000	55384	55384	69.6	2.01	85.75	11	5842	48	392	38	3	0	0
bin.69	root (UID1)	5656	56	24	0.00	0.00	0.00	206848	0	12	12	29241	29241	17237	17237	44564	44564	35.8	1.78	40.16	11	224	56	0	0	0	0	0
bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	590297	0	163	163	3509	3509	3621	3621	10237	10237	36.3	15.63	43.02	11	703	56	0	0	0	0	0
bin.70	p__Actinobacteria (UID1454)	732	196	114	89.04	5.99	20.00	4210161	0	634	634	7854	7854	6640	6640	43970	43970	67.0	1.95	87.15	11	4755	33	155	7	1	0	0
bin.71	root (UID1)	5656	56	24	0.00	0.00	0.00	365282	0	85	85	4266	4266	4297	4297	24447	24447	67.0	5.06	87.06	11	418	56	0	0	0	0	0
bin.72	k__Bacteria (UID203)	5449	104	58	34.91	1.72	0.00	1243804	0	314	314	3956	3956	3961	3961	15610	15610	68.8	1.73	91.55	11	1495	75	28	1	0	0	0
bin.73	o__Cytophagales (UID2936)	47	454	336	92.59	6.42	36.11	7176731	0	606	606	22643	22643	11842	11842	126857	126857	60.4	8.38	83.35	11	6716	54	368	30	2	0	0
bin.74	p__Bacteroidetes (UID2591)	364	301	202	4.46	0.00	0.00	604875	0	10	10	87245	87245	60487	60487	142975	142975	48.2	0.50	89.02	11	517	273	28	0	0	0	0
bin.75	root (UID1)	5656	56	24	0.00	0.00	0.00	234243	0	24	24	12563	12563	9760	9760	30475	30475	50.2	1.33	84.11	11	242	56	0	0	0	0	0
bin.76	k__Bacteria (UID203)	5449	104	58	43.01	16.59	4.35	25481863	0	2668	2668	12747	12747	9550	9550	75542	75542	52.1	2.20	86.57	4	31918	49	32	13	9	1	0
bin.77	p__Bacteroidetes (UID2591)	364	302	203	97.78	1.85	33.33	4031960	0	86	86	81825	81825	46883	46883	317160	317160	51.2	1.13	92.12	11	3500	5	291	6	0	0	0
bin.78	root (UID1)	5656	56	24	0.00	0.00	0.00	592627	0	98	98	7647	7647	6047	6047	23045	23045	66.5	1.92	82.99	11	723	56	0	0	0	0	0
bin.79	o__Rhodospirillales (UID3754)	63	336	201	64.44	21.18	12.68	4750785	0	1209	1209	3831	3831	3929	3929	38524	38524	71.0	2.93	87.83	11	5560	132	147	50	7	0	0
bin.8	o__Sphingomonadales (UID3310)	26	569	293	59.32	10.55	10.45	2367209	0	527	527	4516	4516	4491	4491	28828	28828	67.7	1.85	90.72	11	2816	245	263	58	3	0	0
bin.80	o__Actinomycetales (UID1697)	387	330	193	65.51	9.72	20.00	5992682	0	1170	1170	5280	5280	5121	5121	160784	160784	69.5	2.20	88.06	11	6735	114	190	24	2	0	0
bin.81	root (UID1)	5656	56	24	0.00	0.00	0.00	723386	0	105	105	8310	8310	6889	6889	41375	41375	65.0	1.42	83.35	11	881	56	0	0	0	0	0
bin.82	root (UID1)	5656	56	24	8.33	0.00	0.00	320496	0	86	86	3598	3598	3726	3726	9394	9394	68.3	1.37	81.26	11	397	54	2	0	0	0	0
bin.83	k__Bacteria (UID1452)	924	161	108	76.48	1.52	66.67	3492186	0	509	509	8406	8406	6860	6860	37343	37343	55.9	1.93	88.61	11	3314	31	124	6	0	0	0
bin.84	o__Sphingomonadales (UID3310)	26	569	293	94.76	14.86	20.48	3104677	0	256	256	20631	20631	12127	12127	115171	115171	70.2	1.47	91.61	11	3233	67	429	68	5	0	0
bin.85	k__Bacteria (UID203)	5449	103	57	33.33	0.88	0.00	3112691	0	729	729	4394	4394	4269	4269	13954	13954	71.1	7.72	85.78	11	3379	80	22	1	0	0	0
bin.86	o__Actinomycetales (UID1663)	488	310	185	84.89	2.68	4.55	4946902	0	738	738	7959	7959	6703	6703	29264	29264	70.4	8.72	87.47	11	5080	41	253	13	3	0	0
bin.87	o__Sphingomonadales (UID3310)	26	569	293	90.88	5.20	32.00	3212203	0	260	260	19088	19088	12354	12354	64288	64288	68.2	1.80	91.48	11	3202	63	481	25	0	0	0
bin.88	k__Bacteria (UID203)	5449	104	58	79.66	1.72	100.00	3486284	0	173	173	34819	34819	20151	20151	105700	105700	67.9	1.65	87.86	11	3422	49	54	1	0	0	0
bin.89	root (UID1)	5656	56	24	0.00	0.00	0.00	236466	0	11	11	36318	36318	21496	21496	47574	47574	60.8	0.89	90.67	11	321	56	0	0	0	0	0
bin.9	p__Bacteroidetes (UID2605)	350	316	210	91.62	9.29	92.31	4223687	0	312	312	19946	19946	13537	13537	80895	80895	41.7	1.83	88.78	11	4053	55	237	23	1	0	0
bin.90	o__Cytophagales (UID2936)	47	454	336	28.51	6.90	8.11	9460800	0	2552	2552	3457	3457	3707	3707	50000	50000	53.8	9.22	77.58	4	11944	311	110	31	2	0	0
bin.91	o__Sphingomonadales (UID3310)	26	569	293	95.27	3.92	33.33	3159635	0	228	228	22668	22668	13858	13858	92052	92052	64.8	1.74	92.08	11	3310	41	510	18	0	0	0
bin.92	o__Rhodospirillales (UID3754)	63	336	201	80.10	0.00	0.00	3369242	0	57	57	103062	103062	59109	59109	239480	239480	71.4	1.26	93.70	11	3196	69	267	0	0	0	0
bin.93	root (UID1)	5656	56	24	0.00	0.00	0.00	875942	0	203	203	4433	4433	4314	4314	13458	13458	60.1	1.82	88.73	11	907	56	0	0	0	0	0
bin.94	o__Actinomycetales (UID1593)	69	400	198	94.24	4.65	21.43	2710388	0	213	213	18283	18283	12724	12724	54491	54491	73.1	1.50	89.44	11	2708	22	366	11	1	0	0
bin.95	k__Bacteria (UID203)	5449	104	58	67.24	14.34	18.18	3347628	0	614	614	6006	6006	5452	5452	25172	25172	56.1	1.89	89.70	11	3274	25	50	27	2	0	0
bin.96	root (UID1)	5656	56	24	0.00	0.00	0.00	267911	0	69	69	4055	4055	3882	3882	6752	6752	52.2	0.81	81.03	4	364	56	0	0	0	0	0
bin.97	root (UID1)	5656	56	24	0.00	0.00	0.00	464136	0	74	74	7699	7699	6272	6272	25832	25832	73.9	1.49	89.84	11	498	56	0	0	0	0	0
bin.98	root (UID1)	5656	56	24	0.00	0.00	0.00	210212	0	41	41	5457	5457	5127	5127	18483	18483	64.5	2.68	77.64	11	264	56	0	0	0	0	0
bin.99	root (UID1)	5656	56	24	0.00	0.00	0.00	283687	0	32	32	12344	12344	8865	8865	29446	29446	67.1	0.90	90.25	11	350	56	0	0	0	0	0
