Orthogroup	AOBU01 Cyphellophora europaea	Acastr1 Acarospora strigata	Altal1 Alternaria alternata	Amamu1 Amanita muscaria	Artol1 Arthrobotrys oligospora	Ascim1 Ascobolus immersus	Aspni Aspergillus niger CBS 513.88	Aurpu Aureobasidium pullulans var. melanogenum	CAJPDR01 Alectoria fallacina	Capcor1 Capronia coronata	Claba1 Cladophialophora bantiana CBS 173.52	Clagr3 Cladonia grayi	Cocpo1 Coccidioides posadasii	Dibbae1 Dibaeis baeomyces 	EndpusZ1 Endocarpon pusillum	Erypu1 Erysiphe pulchra	Exoaq1 Exophiala aquamarina	Fonmu1 Fonsecaea multimorphosa	Fusgr1 Fusarium graminearum	GTX0466.bin.15.proteins GTX0466.bin.15.proteins	GTX0486 GTX0486_487.bin.100.proteins	GTX0494.bin.19.proteins GTX0494.bin.19.proteins	Grascr1 Graphis scripta	JALAHW01 Teloschistes peruensis	JALAIA01 Xanthoria mediterranea	JALAII01 Xanthoria aureola	JALAIK01 Xanthoria steineri	JALAIP01 Caloplaca aegaea	JAPDRQ01 Knufia sp. JES_112	JAPETI01 Alyxoria varia	JAPETN01 Candelaria pacifica	JAPETP01 Candelina mexicana	JAPETR01 Chrysothrix sp. TS-e1954	JAPETW01 Lichina confinis	JAPEUD01 Sarea resinae	JAPEUF01 Thelocarpon impressellum	Monha1 Monacrosporium haptotylum	Morco1 Morchella importuna	Neucr Neurospora crassa trp3	Penexp1 Penicillium expansum	Phach1 Phaeomoniella chlamydospora	Podan3 Podospora anserina	PseVKM4520 Pseudogymnoascus sp. VKM F-4520	SacceM3707 Saccharomyces cerevisiae	Sclsc1 Sclerotinia sclerotiorum	Umbpus1 Lassalia pustulata	Xanthoria parietina genome from this paper	coassembly.bin.376.proteins coassembly.bin.376.proteins	coassembly.bin.378.proteins coassembly.bin.378.proteins	coassembly.bin.64.proteins coassembly.bin.64.proteins	coassembly.bin.76.proteins coassembly.bin.76.proteins
OG0002415	XP_008714134.1	jgi|Acastr1|122269|AST1_008983-RA	jgi|Altal1|711923|CE711922_35368	jgi|Amamu1|66936|e_gw1.2.522.1	jgi|Artol1|3795|AOL_s00075g133m.01	jgi|Ascim1|415943|fgenesh1_RNNotator_kg.55_#_40_#_Locus5579v1rpkm23.10	jgi|Aspni_DSM_1|167658|An16g03610m.01	jgi|Aurpu_var_mel1|12054|gw1.12.61.1	CAF9920069.1	jgi|Capcor1|98905|A1O1_06075T0	jgi|Claba1|132240|Z519_10559T0	jgi|Clagr3|9360|CLAGR_009059-RA	jgi|Cocpo1_1|351|XM_003065302.1	jgi|Dibbae1|12622|DIBA_003638-RA	jgi|EndpusZ1|7202|EPUS_07024T0	jgi|Erypu1|926|transcript_POS83839	jgi|Exoaq1|414|A1O9_00414T0	jgi|Fonmu1|9609|Z520_12016T0	jgi|Fusgr1|11846|FGSG_13723T0	GTX0466b15_006617-T1	GTX0486b100_004812-T1	GTX0494b19_004942-T1	jgi|Grascr1|7537|GST1_012035-RA	KAI4109957.1	KAI4099683.1	KAI4237452.1	KAI4229134.1	KAI4267009.1	KAJ9654326.1	KAI9658195.1	KAI9709207.1	KAI9699691.1	KAI9715541.1	KAI9756763.1	KAI9833584.1	KAI9817035.1	jgi|Monha1|1322|H072_1322m.01	jgi|Morco1|569624|gm1.400_g	jgi|Neucr_trp3_1|7108|Neucr2.NCU04604T0	jgi|Penexp1|2307|PEXP_051610T0	jgi|Phach1|1060|rna1059	jgi|Podan3|203916|mRNA_2744	jgi|PseVKM4520_1|10000|transcript_KFZ24319	jgi|SacceM3707_1|37215|fgenesh1_kg.15_#_143_#_NP_010965.1	jgi|Sclsc1|4166|SS1G_10622T0	jgi|Umbpus1|105296|LPUS_12197T0	FUN_003421_T1_FUN_003421	coassemb376_002208-T1	coassemb378_002945-T1	coassemb64_004943-T1	coassemb76_009468-T1
OG0002418	XP_008714220.1	jgi|Acastr1|126011|AST1_004548-RA	jgi|Altal1|1028648|fgenesh1_pm.4_#_63	jgi|Amamu1|159266|fgenesh1_kg.10_#_2_#_Locus3402v1rpkm66.83	jgi|Artol1|1849|AOL_s00043g11m.01	jgi|Ascim1|417900|fgenesh1_RNNotator_kg.111_#_41_#_Locus861v1rpkm185.14	jgi|Aspni_DSM_1|156781|An02g02530m.01	jgi|Aurpu_var_mel1|46039|e_gw1.7.512.1	CAF9932391.1	jgi|Capcor1|97173|A1O1_04329T0	jgi|Claba1|129184|Z519_07485T0	jgi|Clagr3|8870|CLAGR_008850-RA	jgi|Cocpo1_1|2831|XM_003067784.1	jgi|Dibbae1|763|DIBA_004760-RA	jgi|EndpusZ1|7425|EPUS_01843T0	jgi|Erypu1|713|transcript_POS83997	jgi|Exoaq1|8227|A1O9_04762T0	jgi|Fonmu1|10125|Z520_03523T0	jgi|Fusgr1|3916|FGSG_12302T0	GTX0466b15_008749-T1	GTX0486b100_004329-T1	GTX0494b19_007849-T1	jgi|Grascr1|3451|GST1_008057-RA	KAI4107399.1	KAI4106887.1	KAI4236164.1	KAI4226523.1	KAI4288044.1	KAJ9652661.1	KAI9655027.1	KAI9719830.1	KAI9700755.1	KAI9723118.1	KAI9753190.1	KAI9828968.1	KAI9826120.1	jgi|Monha1|9469|H072_9936m.01	jgi|Morco1|202999|CE202998_34608	jgi|Neucr_trp3_1|1092572|CE92572_7148	jgi|Penexp1|3100|PEXP_105430T0	jgi|Phach1|4105|rna4104	jgi|Podan3|211556|mRNA_10384	jgi|PseVKM4520_1|5419|transcript_KFZ11476	jgi|SacceM3707_1|34609|fgenesh1_kg.7_#_286_#_NP_014287.1	jgi|Sclsc1|71|SS1G_00071T0	jgi|Umbpus1|104595|LPUS_11397T0	FUN_007052_T1_FUN_007052	coassemb376_007695-T1	coassemb378_003719-T1	coassemb64_002146-T1	coassemb76_008598-T1
OG0002419	XP_008714224.1	jgi|Acastr1|124317|AST1_001981-RA	jgi|Altal1|1005624|fgenesh1_pg.3_#_406	jgi|Amamu1|160323|fgenesh1_kg.13_#_134_#_Locus8593v1rpkm19.10	jgi|Artol1|5314|AOL_s00079g88m.01	jgi|Ascim1|233342|estExt_Genewise1Plus.C_2_t10432	jgi|Aspni_DSM_1|165844|An14g00560m.01	jgi|Aurpu_var_mel1|30241|gw1.11.430.1	CAF9904294.1	jgi|Capcor1|97167|A1O1_04323T0	jgi|Claba1|129179|Z519_07480T0	jgi|Clagr3|6119|CLAGR_005170-RA	jgi|Cocpo1_1|5526|XM_003070479.1	jgi|Dibbae1|10868|DIBA_002873-RA	jgi|EndpusZ1|7481|EPUS_01900T0	jgi|Erypu1|420|transcript_POS84215	jgi|Exoaq1|8224|A1O9_04759T0	jgi|Fonmu1|10140|Z520_03538T0	jgi|Fusgr1|6538|FGSG_05636T0	GTX0466b15_008753-T1	GTX0486b100_000447-T1	GTX0494b19_007716-T1	jgi|Grascr1|12761|GST1_006306-RA	KAI4108226.1	KAI4092196.1	KAI4233927.1	KAI4222841.1	KAI4289960.1	KAJ9652159.1	KAI9652221.1	KAI9720268.1	KAI9704846.1	KAI9719928.1	KAI9752987.1	KAI9839172.1	KAI9817931.1	jgi|Monha1|8614|H072_8923m.01	jgi|Morco1|511328|estExt_Genewise1.C_520041	jgi|Neucr_trp3_1|6512|Neucr2.NCU07018T0	jgi|Penexp1|10949|PEXP_021830T0	jgi|Phach1|4006|rna4005	jgi|Podan3|203605|mRNA_2433	jgi|PseVKM4520_1|2223|transcript_KFZ17408	jgi|SacceM3707_1|32829|fgenesh1_kg.4_#_426_#_NP_015209.1	jgi|Sclsc1|1820|SS1G_08276T0	jgi|Umbpus1|104794|LPUS_11619T0	FUN_006715_T1_FUN_006715	coassemb376_002314-T1	coassemb378_001211-T1	coassemb64_008311-T1	coassemb76_003775-T1
OG0002427	XP_008714426.1	jgi|Acastr1|125040|AST1_008641-RA	jgi|Altal1|284748|CE284747_11931	jgi|Amamu1|158943|fgenesh1_kg.9_#_47_#_Locus2358v1rpkm93.34	jgi|Artol1|10053|AOL_s00193g91m.01	jgi|Ascim1|415090|fgenesh1_RNNotator_kg.40_#_25_#_Locus1561v1rpkm103.20	jgi|Aspni_DSM_1|161042|An07g08220m.01	jgi|Aurpu_var_mel1|81526|gm1.1922_g	CAF9929532.1	jgi|Capcor1|99739|A1O1_06912T0	jgi|Claba1|136162|Z519_12685T0	jgi|Clagr3|2482|CLAGR_002455-RA	jgi|Cocpo1_1|6740|XM_003071693.1	jgi|Dibbae1|8839|DIBA_011843-RA	jgi|EndpusZ1|1332|EPUS_00144T0	jgi|Erypu1|2399|transcript_POS82900	jgi|Exoaq1|10419|A1O9_06787T0	jgi|Fonmu1|10347|Z520_12213T0	jgi|Fusgr1|915|FGSG_00776T0	GTX0466b15_002494-T1	GTX0486b100_001638-T1	GTX0494b19_002523-T1	jgi|Grascr1|9192|GST1_012038-RA	KAI4105649.1	KAI4100985.1	KAI4230566.1	KAI4224577.1	KAI4286387.1	KAJ9661899.1	KAI9670217.1	KAI9717882.1	KAI9704942.1	KAI9724297.1	KAI9754756.1	KAI9828547.1	KAI9814694.1	jgi|Monha1|4292|H072_4384m.01	jgi|Morco1|551419|fgenesh1_pm.4_#_110	jgi|Neucr_trp3_1|1989|Neucr2.NCU00725T0	jgi|Penexp1|3125|PEXP_106060T0	jgi|Phach1|414|rna413	jgi|Podan3|201702|mRNA_530	jgi|PseVKM4520_1|1574|transcript_KFZ18564	jgi|SacceM3707_1|37383|fgenesh1_kg.16_#_46_#_NP_012659.1	jgi|Sclsc1|13254|SS1G_06283T0	jgi|Umbpus1|101301|LPUS_02703T0	FUN_010064_T1_FUN_010064	coassemb376_001729-T1	coassemb378_000358-T1	coassemb64_004449-T1	coassemb76_004293-T1
OG0002433	XP_008714550.1	jgi|Acastr1|121336|AST1_002276-RA	jgi|Altal1|403287|CE403286_2345	jgi|Amamu1|97764|estExt_Genewise1.C_4_t20204	jgi|Artol1|1954|AOL_s00043g116m.01	jgi|Ascim1|199434|gw1.32.173.1	jgi|Aspni_DSM_1|155074|An01g00070m.01	jgi|Aurpu_var_mel1|40946|e_gw1.3.950.1	CAF9932789.1	jgi|Capcor1|96536|A1O1_03685T0	jgi|Claba1|129540|Z519_07845T0	jgi|Clagr3|9795|CLAGR_010131-RA	jgi|Cocpo1_1|5416|XM_003070369.1	jgi|Dibbae1|11978|DIBA_005039-RA	jgi|EndpusZ1|7625|EPUS_02249T0	jgi|Erypu1|1376|transcript_POS83518	jgi|Exoaq1|8105|A1O9_04640T0	jgi|Fonmu1|9803|Z520_03198T0	jgi|Fusgr1|11234|FGSG_13626T0	GTX0466b15_002281-T1	GTX0486b100_007175-T1	GTX0494b19_004101-T1	jgi|Grascr1|5693|GST1_010219-RA	KAI4108483.1	KAI4102111.1	KAI4219120.1	KAI4224897.1	KAI4289592.1	KAJ9656532.1	KAI9669629.1	KAI9721039.1	KAI9700658.1	KAI9723099.1	KAI9747005.1	KAI9836066.1	KAI9818702.1	jgi|Monha1|1648|H072_1649m.01	jgi|Morco1|516393|estExt_Genewise1Plus.C_3_t20028	jgi|Neucr_trp3_1|5919|Neucr2.NCU06336T0	jgi|Penexp1|5291|PEXP_046160T0	jgi|Phach1|333|rna332	jgi|Podan3|203569|mRNA_2397	jgi|PseVKM4520_1|10064|transcript_KFZ25375	jgi|SacceM3707_1|30671|fgenesh1_kg.1_#_533_#_NP_010405.1	jgi|Sclsc1|7542|SS1G_12965T0	jgi|Umbpus1|107310|LPUS_05531T0	FUN_007220_T1_FUN_007220	coassemb376_006373-T1	coassemb378_007597-T1	coassemb64_007248-T1	coassemb76_003927-T1
OG0002436	XP_008714582.1	jgi|Acastr1|127434|AST1_000250-RA	jgi|Altal1|1025216|fgenesh1_kg.27_#_74_#_Locus1932v1rpkm80.45	jgi|Amamu1|188229|fgenesh1_pm.115_#_12	jgi|Artol1|3242|AOL_s00054g575m.01	jgi|Ascim1|412831|fgenesh1_RNNotator_kg.15_#_137_#_Locus5492v1rpkm23.83	jgi|Aspni_DSM_1|162309|An08g10600m.01	jgi|Aurpu_var_mel1|37199|e_gw1.1.2017.1	CAF9931099.1	jgi|Capcor1|95894|A1O1_03036T0	jgi|Claba1|131695|Z519_10011T0	jgi|Clagr3|10230|CLAGR_009385-RA	jgi|Cocpo1_1|542|XM_003065494.1	jgi|Dibbae1|5935|DIBA_008078-RA	jgi|EndpusZ1|3784|EPUS_05022T0	jgi|Erypu1|812|transcript_POS83921	jgi|Exoaq1|2599|A1O9_10123T0	jgi|Fonmu1|4410|Z520_01395T0	jgi|Fusgr1|12768|FGSG_10911T0	GTX0466b15_003293-T1	GTX0486b100_006253-T1	GTX0494b19_006842-T1	jgi|Grascr1|12129|GST1_000773-RA	KAI4109173.1	KAI4111345.1	KAI4233251.1	KAI4229636.1	KAI4283491.1	KAJ9656418.1	KAI9654604.1	KAI9723596.1	KAI9707237.1	KAI9722851.1	KAI9752592.1	KAI9830236.1	KAI9822142.1	jgi|Monha1|1369|H072_1369m.01	jgi|Morco1|533377|fgenesh1_kg.10_#_71_#_Locus7263v1rpkm11.89	jgi|Neucr_trp3_1|9578|Neucr2.NCU05029T0	jgi|Penexp1|6908|PEXP_038720T0	jgi|Phach1|3007|rna3006	jgi|Podan3|208636|mRNA_7464	jgi|PseVKM4520_1|6922|transcript_KFZ09068	jgi|SacceM3707_1|31772|fgenesh1_kg.3_#_35_#_NP_014030.1	jgi|Sclsc1|1467|SS1G_07923T0	jgi|Umbpus1|100211|LPUS_06790T0	FUN_003702_T1_FUN_003702	coassemb376_000096-T1	coassemb378_004907-T1	coassemb64_008309-T1	coassemb76_006395-T1
OG0002437	XP_008714584.1	jgi|Acastr1|127431|AST1_000247-RA	jgi|Altal1|1014921|fgenesh1_pg.46_#_8	jgi|Amamu1|195396|estExt_fgenesh1_pg.C_30186	jgi|Artol1|3248|AOL_s00054g581m.01	jgi|Ascim1|415226|fgenesh1_RNNotator_kg.41_#_58_#_Locus6007v1rpkm20.18	jgi|Aspni_DSM_1|162306|An08g10570m.01	jgi|Aurpu_var_mel1|61072|e_gw1.52.5.1	CAF9907240.1	jgi|Capcor1|95896|A1O1_03038T0	jgi|Claba1|131697|Z519_10013T0	jgi|Clagr3|8272|CLAGR_007345-RA	jgi|Cocpo1_1|541|XM_003065493.1	jgi|Dibbae1|5937|DIBA_008080-RA	jgi|EndpusZ1|3790|EPUS_05028T0	jgi|Erypu1|6151|transcript_POS88350	jgi|Exoaq1|2597|A1O9_10121T0	jgi|Fonmu1|4412|Z520_01397T0	jgi|Fusgr1|11398|FGSG_09846T0	GTX0466b15_003294-T1	GTX0486b100_006254-T1	GTX0494b19_001506-T1	jgi|Grascr1|12127|GST1_000771-RA	KAI4109929.1	KAI4105495.1	KAI4220053.1	KAI4228280.1	KAI4290600.1	KAJ9655838.1	KAI9654603.1	KAI9723598.1	KAI9707236.1	KAI9722852.1	KAI9752593.1	KAI9830228.1	KAI9822144.1	jgi|Monha1|1377|H072_1377m.01	jgi|Morco1|17749|CE17748_4004	jgi|Neucr_trp3_1|10272|Neucr2.NCU02409T2	jgi|Penexp1|6898|PEXP_038620T0	jgi|Phach1|4644|rna4643	jgi|Podan3|208453|mRNA_7281	jgi|PseVKM4520_1|4017|transcript_KFZ14155	jgi|SacceM3707_1|35843|fgenesh1_kg.10_#_200_#_NP_013490.1	jgi|Sclsc1|4556|SS1G_11012T0	jgi|Umbpus1|100224|LPUS_06803T0	FUN_003549_T1_FUN_003549	coassemb376_002426-T1	coassemb378_004911-T1	coassemb64_003248-T1	coassemb76_006396-T1
OG0002438	XP_008714585.1	jgi|Acastr1|127429|AST1_000245-RA	jgi|Altal1|1025198|fgenesh1_kg.27_#_56_#_Locus9049v1rpkm4.09	jgi|Amamu1|190199|estExt_fgenesh1_pm.C_40249	jgi|Artol1|7406|AOL_s00097g222m.01	jgi|Ascim1|227344|estExt_Genewise1.C_530004	jgi|Aspni_DSM_1|162305|An08g10560m.01	jgi|Aurpu_var_mel1|51227|e_gw1.14.405.1	CAF9907208.1	jgi|Capcor1|95897|A1O1_03039T0	jgi|Claba1|131698|Z519_10014T0	jgi|Clagr3|8279|CLAGR_007352-RA	jgi|Cocpo1_1|540|XM_003065492.1	jgi|Dibbae1|563|DIBA_000952-RA	jgi|EndpusZ1|3789|EPUS_05027T0	jgi|Erypu1|5353|transcript_POS85422	jgi|Exoaq1|2596|A1O9_10120T0	jgi|Fonmu1|4413|Z520_01398T0	jgi|Fusgr1|9217|FGSG_07962T0	GTX0466b15_003295-T1	GTX0486b100_006250-T1	GTX0494b19_001501-T1	jgi|Grascr1|11190|GST1_003245-RA	KAI4109922.1	KAI4105501.1	KAI4223618.1	KAI4228274.1	KAI4288028.1	KAJ9655837.1	KAI9653443.1	KAI9723594.1	KAI9707239.1	KAI9722848.1	KAI9752594.1	KAI9830234.1	KAI9822145.1	jgi|Monha1|555|H072_555m.01	jgi|Morco1|498635|estExt_Genewise1.C_1_t20204	jgi|Neucr_trp3_1|10352|Neucr2.NCU02348T0	jgi|Penexp1|6897|PEXP_038610T0	jgi|Phach1|4643|rna4642	jgi|Podan3|208502|mRNA_7330	jgi|PseVKM4520_1|10719|transcript_KFZ23677	jgi|SacceM3707_1|34143|fgenesh1_kg.6_#_453_#_NP_011352.1	jgi|Sclsc1|6797|SS1G_11894T0	jgi|Umbpus1|100218|LPUS_06797T0	FUN_003557_T1_FUN_003557	coassemb376_006049-T1	coassemb378_005456-T1	coassemb64_003247-T1	coassemb76_006397-T1
OG0002441	XP_008714644.1	jgi|Acastr1|126975|AST1_001326-RA	jgi|Altal1|932677|e_gw1.7.942.1	jgi|Amamu1|71063|e_gw1.6.874.1	jgi|Artol1|10002|AOL_s00193g40m.01	jgi|Ascim1|413288|fgenesh1_RNNotator_kg.19_#_57_#_Locus3000v1rpkm53.70	jgi|Aspni_DSM_1|164396|An12g00590m.01	jgi|Aurpu_var_mel1|10745|gw1.17.31.1	CAF9930766.1	jgi|Capcor1|100054|A1O1_07231T0	jgi|Claba1|133781|Z519_11181T0	jgi|Clagr3|2449|CLAGR_002422-RA	jgi|Cocpo1_1|2906|XM_003067859.1	jgi|Dibbae1|6050|DIBA_000092-RA	jgi|EndpusZ1|7009|EPUS_03574T0	jgi|Erypu1|3727|transcript_POS82268	jgi|Exoaq1|3206|A1O9_10724T0	jgi|Fonmu1|7304|Z520_02514T0	jgi|Fusgr1|3541|FGSG_04470T0	GTX0466b15_006735-T1	GTX0486b100_000620-T1	GTX0494b19_001303-T1	jgi|Grascr1|4614|GST1_008035-RA	KAI4106081.1	KAI4094582.1	KAI4231154.1	KAI4227062.1	KAI4286580.1	KAJ9662797.1	KAI9665318.1	KAI9719233.1	KAI9706049.1	KAI9725635.1	KAI9756878.1	KAI9829417.1	KAI9825679.1	jgi|Monha1|2823|H072_2829m.01	jgi|Morco1|472443|gw1.1.557.1	jgi|Neucr_trp3_1|8521|Neucr2.NCU07166T0	jgi|Penexp1|1261|PEXP_028160T0	jgi|Phach1|5781|rna5780	jgi|Podan3|205325|mRNA_4153	jgi|PseVKM4520_1|7531|transcript_KFZ08132	jgi|SacceM3707_1|31067|fgenesh1_kg.2_#_77_#_NP_014985.1	jgi|Sclsc1|934|SS1G_00934T0	jgi|Umbpus1|106800|LPUS_05009T0	FUN_008498_T1_FUN_008498	coassemb376_001553-T1	coassemb378_002937-T1	coassemb64_006276-T1	coassemb76_000784-T1
OG0002442	XP_008714646.1	jgi|Acastr1|123445|AST1_005017-RA	jgi|Altal1|1026794|fgenesh1_kg.49_#_14_#_Locus3359v2rpkm38.81	jgi|Amamu1|193603|estExt_fgenesh1_pm.C_730023	jgi|Artol1|1366|AOL_s00007g114m.01	jgi|Ascim1|202372|e_gw1.1.173.1	jgi|Aspni_DSM_1|157689|An02g11720m.01	jgi|Aurpu_var_mel1|79797|gm1.193_g	CAF9943167.1	jgi|Capcor1|96580|A1O1_03729T0	jgi|Claba1|129585|Z519_07890T0	jgi|Clagr3|843|CLAGR_000833-RA	jgi|Cocpo1_1|3039|XM_003067992.1	jgi|Dibbae1|6313|DIBA_001483-RA	jgi|EndpusZ1|3047|EPUS_00968T0	jgi|Erypu1|3178|transcript_POS86681	jgi|Exoaq1|7573|A1O9_04104T0	jgi|Fonmu1|7774|Z520_10746T0	jgi|Fusgr1|7893|FGSG_06831T0	GTX0466b15_006684-T1	GTX0486b100_007536-T1	GTX0494b19_002107-T1	jgi|Grascr1|6149|GST1_009149-RA	KAI4103463.1	KAI4099184.1	KAI4236907.1	KAI4227872.1	KAI4283492.1	KAJ9652150.1	KAI9669415.1	KAI9720394.1	KAI9698209.1	KAI9711381.1	KAI9753708.1	KAI9835170.1	KAI9828731.1	jgi|Monha1|8724|H072_9057m.01	jgi|Morco1|489208|e_gw1.31.143.1	jgi|Neucr_trp3_1|1606|Neucr2.NCU07404T0	jgi|Penexp1|495|PEXP_055250T0	jgi|Phach1|630|rna629	jgi|Podan3|202277|mRNA_1105	jgi|PseVKM4520_1|1324|transcript_KFZ19169	jgi|SacceM3707_1|34132|fgenesh1_kg.6_#_442_#_NP_011359.1	jgi|Sclsc1|11119|SS1G_04148T0	jgi|Umbpus1|101011|LPUS_07747T0	FUN_001316_T1_FUN_001316	coassemb376_004122-T1	coassemb378_007914-T1	coassemb64_000240-T1	coassemb76_003758-T1
OG0002453	XP_008715010.1	jgi|Acastr1|121340|AST1_002280-RA	jgi|Altal1|392504|CE392503_10454	jgi|Amamu1|65639|e_gw1.1.431.1	jgi|Artol1|1876|AOL_s00043g38m.01	jgi|Ascim1|368316|estExt_fgenesh1_pm.C_30090	jgi|Aspni_DSM_1|167799|An16g05060m.01	jgi|Aurpu_var_mel1|72814|fgenesh1_pm.3_#_370	CAF9914101.1	jgi|Capcor1|92384|A1O1_08807T0	jgi|Claba1|134743|Z519_12149T0	jgi|Clagr3|4671|CLAGR_004028-RA	jgi|Cocpo1_1|6784|XM_003071737.1	jgi|Dibbae1|4801|DIBA_007894-RA	jgi|EndpusZ1|7638|EPUS_02262T0	jgi|Erypu1|4943|transcript_POS85673	jgi|Exoaq1|9184|A1O9_05609T0	jgi|Fonmu1|2355|Z520_06988T0	jgi|Fusgr1|5448|FGSG_02781T0	GTX0466b15_006916-T1	GTX0486b100_003234-T1	GTX0494b19_002833-T1	jgi|Grascr1|558|GST1_005951-RA	KAI4102056.1	KAI4102469.1	KAI4239124.1	KAI4229021.1	KAI4290502.1	KAJ9654054.1	KAI9651861.1	KAI9721090.1	KAI9700715.1	KAI9726203.1	KAI9751961.1	KAI9830443.1	KAI9826149.1	jgi|Monha1|9490|H072_9957m.01	jgi|Morco1|480431|e_gw1.3.187.1	jgi|Neucr_trp3_1|599|Neucr2.NCU01857T0	jgi|Penexp1|3018|PEXP_104610T0	jgi|Phach1|5862|rna5861	jgi|Podan3|203485|mRNA_2313	jgi|PseVKM4520_1|6065|transcript_KFZ10387	jgi|SacceM3707_1|35859|fgenesh1_kg.10_#_216_#_NP_013502.1	jgi|Sclsc1|5000|SS1G_11456T0	jgi|Umbpus1|104377|LPUS_11115T0	FUN_007136_T1_FUN_007136	coassemb376_001588-T1	coassemb378_010889-T1	coassemb64_005458-T1	coassemb76_002365-T1
OG0002467	XP_008715284.1	jgi|Acastr1|125529|AST1_002759-RA	jgi|Altal1|1098728|estExt_Genemark1.C_230192	jgi|Amamu1|83971|e_gw1.80.14.1	jgi|Artol1|4887|AOL_s00078g273m.01	jgi|Ascim1|413865|fgenesh1_RNNotator_kg.25_#_6_#_Locus3744v1rpkm41.63	jgi|Aspni_DSM_1|168015|An16g07300m.01	jgi|Aurpu_var_mel1|82977|gm1.3373_g	CAF9904155.1	jgi|Capcor1|99545|A1O1_06717T0	jgi|Claba1|139453|Z519_05985T0	jgi|Clagr3|5336|CLAGR_004682-RA	jgi|Cocpo1_1|6869|XM_003071822.1	jgi|Dibbae1|8358|DIBA_002333-RA	jgi|EndpusZ1|4677|EPUS_02167T0	jgi|Erypu1|3644|transcript_POS86458	jgi|Exoaq1|9892|A1O9_06325T0	jgi|Fonmu1|3023|Z520_07659T0	jgi|Fusgr1|462|FGSG_00372T0	GTX0466b15_006885-T1	GTX0486b100_004726-T1	GTX0494b19_006583-T1	jgi|Grascr1|4039|GST1_010091-RA	KAI4099807.1	KAI4101539.1	KAI4221814.1	KAI4218606.1	KAI4286697.1	KAJ9659849.1	KAI9662146.1	KAI9713317.1	KAI9702102.1	KAI9719181.1	KAI9753862.1	KAI9831892.1	KAI9824285.1	jgi|Monha1|5130|H072_5237m.01	jgi|Morco1|560096|estExt_fgenesh1_pm.C_480010	jgi|Neucr_trp3_1|2235|Neucr2.NCU00501T0	jgi|Penexp1|8150|PEXP_074910T0	jgi|Phach1|3911|rna3910	jgi|Podan3|203028|mRNA_1856	jgi|PseVKM4520_1|4814|transcript_KFZ12726	jgi|SacceM3707_1|32470|fgenesh1_kg.4_#_67_#_NP_015470.1	jgi|Sclsc1|5907|SS1G_01408T0	jgi|Umbpus1|104741|LPUS_11557T0	FUN_008344_T1_FUN_008344	coassemb376_002539-T1	coassemb378_008944-T1	coassemb64_004369-T1	coassemb76_005202-T1
OG0002470	XP_008715372.1	jgi|Acastr1|123430|AST1_005002-RA	jgi|Altal1|809310|CE809309_90795	jgi|Amamu1|111711|estExt_Genewise1.C_1090023	jgi|Artol1|9821|AOL_s00188g222m.01	jgi|Ascim1|305364|fgenesh1_pg.25_#_90	jgi|Aspni_DSM_1|155470|An01g04240m.01	jgi|Aurpu_var_mel1|42356|e_gw1.4.361.1	CAF9908985.1	jgi|Capcor1|100467|A1O1_07650T0	jgi|Claba1|139262|Z519_05794T0	jgi|Clagr3|8163|CLAGR_008152-RA	jgi|Cocpo1_1|6451|XM_003071404.1	jgi|Dibbae1|6332|DIBA_001502-RA	jgi|EndpusZ1|2962|EPUS_00882T0	jgi|Erypu1|6594|transcript_POS87638	jgi|Exoaq1|12425|A1O9_08721T0	jgi|Fonmu1|3205|Z520_07841T0	jgi|Fusgr1|7889|FGSG_06827T0	GTX0466b15_005307-T1	GTX0486b100_005161-T1	GTX0494b19_001031-T1	jgi|Grascr1|8834|GST1_003137-RA	KAI4102288.1	KAI4101828.1	KAI4236829.1	KAI4229915.1	KAI4287692.1	KAJ9655087.1	KAI9668835.1	KAI9720418.1	KAI9698183.1	KAI9727935.1	KAI9748551.1	KAI9835200.1	KAI9828751.1	jgi|Monha1|9739|H072_10253m.01	jgi|Morco1|547482|fgenesh1_pg.41_#_61	jgi|Neucr_trp3_1|1600|Neucr2.NCU07408T0	jgi|Penexp1|1187|PEXP_029460T0	jgi|Phach1|2120|rna2119	jgi|Podan3|202274|mRNA_1102	jgi|PseVKM4520_1|11298|transcript_KFZ23133	jgi|SacceM3707_1|35780|fgenesh1_kg.10_#_137_#_NP_013444.1	jgi|Sclsc1|9858|SS1G_14283T0	jgi|Umbpus1|104042|LPUS_10739T0	FUN_001279_T1_FUN_001279	coassemb376_007526-T1	coassemb378_003881-T1	coassemb64_006159-T1	coassemb76_004282-T1
