Orthogroup	Astpho2 Asterochloris glomerata	Auxeprot1 Auxenochlorella protothecoides	Batpra1 Bathycoccus prasinos	Botrbrau1 Botryococcus braunii	Chabra1 Chara braunii	Chleu1 Chlamydomonas eustigma	Chlorella Chlorella variabilis NC64A	Chloso1228 Chlorella sorokiana	Coccomyxa Coccomyxa subellipsoidea	GTX0465.bin.1.proteins GTX0465.bin.1.proteins	GTX0468.bin.53.proteins GTX0468.bin.53.proteins	GTX0493.bin.23.proteins GTX0493.bin.23.proteins	TrebA12 Trebouxia A1-2	Ulvmu1 Ulva mutabilis	Volca2 Volvox carteri	coassembly.bin.195.proteins coassembly.bin.195.proteins	trebgel Trebouxia gelatinosa	trebus Trebouxia sp. TZW2008
OG0003197	jgi|Astpho2|7406|fgenesh1_pm.00114_%23_14_t	jgi|Auxeprot1|2142|XM_011397114.1	jgi|Batpra1|979|XM_007510748.1	jgi|Botrbrau1|4156|Bobra.0192s0024.1	jgi|Chabra1|346215|rna-CBR_g40800	jgi|Chleu1|3797|rna-CEUSTIGMA_g3795.t1	jgi|ChlNC64A_1|55933|estExt_fgenesh3_pm.C_10023	jgi|Chloso1228_1|3859|CSI_122800008995-RA	jgi|Coc_C169_1|47133|estExt_fgenesh1_pg.C_60193	GTX0465b1_000912-T1	GTX0468b53_003908-T1	GTX0493b23_001870-T1	jgi|TrebA12_1|12063|rna-gnl|WGS_VXIU|FRX49_02838-mRNA-1_mrna_FRX49_02838	jgi|Ulvmu1|6933|UM032_0011.1	jgi|Volca2_1|89|Vocar.0001s0077.1	coassemb195_004820-T1	KN805357.1_1966184-1970842	BDIU01000167.1_29192-34437
OG0003212	jgi|Astpho2|7701|Aster-02580	jgi|Auxeprot1|6284|XM_011399093.1	jgi|Batpra1|1147|XM_007510410.1	jgi|Botrbrau1|22222|Bobra.168_1s0053.1	jgi|Chabra1|328191|rna-CBR_g12682	jgi|Chleu1|1488|rna-CEUSTIGMA_g11577.t1	jgi|ChlNC64A_1|56225|estExt_fgenesh3_pm.C_140025	jgi|Chloso1228_1|8058|CSI_122800002401-RA	jgi|Coc_C169_1|30323|estExt_Genewise1Plus.C_130229	GTX0465b1_009386-T1	GTX0468b53_006636-T1	GTX0493b23_000572-T1	jgi|TrebA12_1|3055|rna-gnl|WGS_VXIU|FRX49_05509-mRNA-1_mrna_FRX49_05509	jgi|Ulvmu1|2550|UM139_0018.1	jgi|Volca2_1|507|Vocar.0001s0456.1	coassemb195_010228-T1	KN805358.1_1967687-1975425	BDIU01000147.1_90626-96926
OG0003216	jgi|Astpho2|7746|Aster-07588	jgi|Auxeprot1|2229|XM_011397201.1	jgi|Batpra1|3500|XM_007508103.1	jgi|Botrbrau1|9936|Bobra.0012s0033.1	jgi|Chabra1|347089|rna-CBR_g41628	jgi|Chleu1|7053|rna-CEUSTIGMA_g5587.t1	jgi|ChlNC64A_1|12213|gw1.15.168.1	jgi|Chloso1228_1|11923|CSI_122800007286-RA	jgi|Coc_C169_1|18339|e_gw1.14.364.1	GTX0465b1_004380-T1	GTX0468b53_010361-T1	GTX0493b23_004155-T1	jgi|TrebA12_1|12866|rna-gnl|WGS_VXIU|FRX49_03171-mRNA-1_mrna_FRX49_03171	jgi|Ulvmu1|8413|UM042_0120.1	jgi|Volca2_1|13509|Vocar.0006s0178.1	coassemb195_006621-T1	KN805348.1_8729-11099	BDIU01000346.1_18715-21834
OG0003223	jgi|Astpho2|7859|fgenesh1_pm.00117_%23_25_t	jgi|Auxeprot1|1301|XM_011400962.1	jgi|Batpra1|2300|XM_007509229.1	jgi|Botrbrau1|23098|Bobra.0243s0035.1	jgi|Chabra1|344954|rna-CBR_g39570	jgi|Chleu1|10843|rna-CEUSTIGMA_g1586.t1	jgi|ChlNC64A_1|143127|IGS.gm_5_00456	jgi|Chloso1228_1|5385|CSI_122800001269-RA	jgi|Coc_C169_1|22901|estExt_Genewise1.C_50176	GTX0465b1_004818-T1	GTX0468b53_011683-T1	GTX0493b23_000904-T1	jgi|TrebA12_1|13119|rna-gnl|WGS_VXIU|FRX49_12563-mRNA-1_mrna_FRX49_12563	jgi|Ulvmu1|8116|UM040_0011.1	jgi|Volca2_1|3613|Vocar.0015s0064.1	coassemb195_000165-T1	KN805367.1_755796-758828	BDIU01000287.1_541405-543927
OG0003226	jgi|Astpho2|7878|Aster-06160	jgi|Auxeprot1|5611|XM_011398498.1	jgi|Batpra1|1560|XM_007509636.1	jgi|Botrbrau1|5918|Bobra.0366s0092.1	jgi|Chabra1|327557|rna-CBR_g12036	jgi|Chleu1|11323|rna-CEUSTIGMA_g8773.t1	jgi|ChlNC64A_1|23329|e_gw1.10.354.1	jgi|Chloso1228_1|4602|CSI_122800009738-RA	jgi|Coc_C169_1|30528|estExt_Genewise1Plus.C_140271	GTX0465b1_000443-T1	GTX0468b53_001965-T1	GTX0493b23_003411-T1	jgi|TrebA12_1|8783|rna-gnl|WGS_VXIU|FRX49_09878-mRNA-1_mrna_FRX49_09878	jgi|Ulvmu1|3878|UM018_0099.1	jgi|Volca2_1|4295|Vocar.0016s0278.1	coassemb195_000186-T1	KN805361.1_3422943-3431194	BDIU01000445.1_1-1186
OG0003227	jgi|Astpho2|7883|Aster-06367	jgi|Auxeprot1|393|XM_011400118.1	jgi|Batpra1|2516|XM_007509243.1	jgi|Botrbrau1|831|Bobra.0352s0028.1	jgi|Chabra1|352358|rna-CBR_g66757	jgi|Chleu1|4800|rna-CEUSTIGMA_g566.t1	jgi|ChlNC64A_1|29491|estExt_Genewise1.C_20212	jgi|Chloso1228_1|9073|CSI_122800002991-RA	jgi|Coc_C169_1|31829|estExt_Genewise1Plus.C_260049	GTX0465b1_009409-T1	GTX0468b53_013448-T1	GTX0493b23_005410-T1	jgi|TrebA12_1|8905|rna-gnl|WGS_VXIU|FRX49_09912-mRNA-1_mrna_FRX49_09912	jgi|Ulvmu1|12678|UM094_0035.1	jgi|Volca2_1|664|Vocar.0001s0599.1	coassemb195_002572-T1	KN805366.1_705731-713423	BDIU01000126.1_278939-283530
OG0003228	jgi|Astpho2|7900|Aster-06382	jgi|Auxeprot1|2670|XM_011402175.1	jgi|Batpra1|7897|XM_007511077.1	jgi|Botrbrau1|23238|Bobra.0041s0074.1	jgi|Chabra1|350172|rna-CBR_g54934	jgi|Chleu1|5401|rna-CEUSTIGMA_g4532.t1	jgi|ChlNC64A_1|35889|estExt_Genewise1Plus.C_130010	jgi|Chloso1228_1|6124|CSI_122800010222-RA	jgi|Coc_C169_1|56884|Genemark1.5913_g	GTX0465b1_010412-T1	GTX0468b53_001751-T1	GTX0493b23_004921-T1	jgi|TrebA12_1|9150|rna-gnl|WGS_VXIU|FRX49_10178-mRNA-1_mrna_FRX49_10178	jgi|Ulvmu1|12486|UM009_0139.1	jgi|Volca2_1|5961|Vocar.0020s0020.1	coassemb195_005311-T1	KN805369.1_6738456-6747234	BDIU01000075.1_116372-126792
OG0003231	jgi|Astpho2|7951|Aster-06550	jgi|Auxeprot1|6152|XM_011398961.1	jgi|Batpra1|7493|XM_007510959.1	jgi|Botrbrau1|11067|Bobra.0302s0009.1	jgi|Chabra1|327413|rna-CBR_g11899	jgi|Chleu1|11112|rna-CEUSTIGMA_g8562.t1	jgi|ChlNC64A_1|35354|estExt_Genewise1Plus.C_90326	jgi|Chloso1228_1|3624|CSI_122800008760-RA	jgi|Coc_C169_1|19620|e_gw1.19.244.1	GTX0465b1_002257-T1	GTX0468b53_010540-T1	GTX0493b23_008151-T1	jgi|TrebA12_1|2836|rna-gnl|WGS_VXIU|FRX49_13546-mRNA-1_mrna_FRX49_13546	jgi|Ulvmu1|8684|UM047_0024.1	jgi|Volca2_1|4429|Vocar.0017s0073.1	coassemb195_005091-T1	KN805369.1_7590369-7592722	BDIU01000374.1_82466-87625
OG0003239	jgi|Astpho2|8129|fgenesh1_pm.00120_%23_22_t	jgi|Auxeprot1|6633|XM_011399442.1	jgi|Batpra1|1548|XM_007510267.1	jgi|Botrbrau1|16883|Bobra.150_2s0099.1	jgi|Chabra1|328317|rna-CBR_g12801	jgi|Chleu1|1010|rna-CEUSTIGMA_g11264.t1	jgi|ChlNC64A_1|136920|IGS.gm_18_00026	jgi|Chloso1228_1|7434|CSI_122800001777-RA	jgi|Coc_C169_1|17571|e_gw1.12.266.1	GTX0465b1_005780-T1	GTX0468b53_010262-T1	GTX0493b23_005149-T1	jgi|TrebA12_1|1933|rna-gnl|WGS_VXIU|FRX49_04826-mRNA-1_mrna_FRX49_04826	jgi|Ulvmu1|7972|UM004_0205.1	jgi|Volca2_1|12990|Vocar.0054s0023.1	coassemb195_009107-T1	KN805266.1_80245-83850	BDIU01000414.1_62422-68253
OG0003240	jgi|Astpho2|8158|Aster-03090	jgi|Auxeprot1|1083|XM_011400744.1	jgi|Batpra1|342|XM_007515191.1	jgi|Botrbrau1|9823|Bobra.0313s0002.1	jgi|Chabra1|324200|rna-CBR_g58400	jgi|Chleu1|7806|rna-CEUSTIGMA_g6231.t1	jgi|ChlNC64A_1|53192|fgenesh3_pg.C_scaffold_14000102	jgi|Chloso1228_1|7968|CSI_122800002311-RA	jgi|Coc_C169_1|43326|fgenesh1_pg.12_#_265	GTX0465b1_003443-T1	GTX0468b53_007648-T1	GTX0493b23_004101-T1	jgi|TrebA12_1|11448|rna-gnl|WGS_VXIU|FRX49_11462-mRNA-1_mrna_FRX49_11462	jgi|Ulvmu1|12879|UM098_0067.1	jgi|Volca2_1|1110|Vocar.0001s0999.1	coassemb195_008926-T1	KN805369.1_6071536-6080465	BDIU01000028.1_204065-212035
OG0003242	jgi|Astpho2|8190|e_gw1.00120.261.1_t	jgi|Auxeprot1|193|XM_011399930.1	jgi|Batpra1|2123|XM_007509442.1	jgi|Botrbrau1|21275|Bobra.39_2s0064.1	jgi|Chabra1|351918|rna-CBR_g63063	jgi|Chleu1|7755|rna-CEUSTIGMA_g6180.t1	jgi|ChlNC64A_1|135695|IGS.gm_14_00228	jgi|Chloso1228_1|8010|CSI_122800002353-RA	jgi|Coc_C169_1|33697|fgenesh1_kg.12_#_64_#_1435_1_CBOZ_CBPA	GTX0465b1_004956-T1	GTX0468b53_013706-T1	GTX0493b23_003438-T1	jgi|TrebA12_1|11423|rna-gnl|WGS_VXIU|FRX49_11424-mRNA-1_mrna_FRX49_11424	jgi|Ulvmu1|7968|UM004_0201.1	jgi|Volca2_1|500|Vocar.0001s0450.1	coassemb195_002460-T1	KN805267.1_750997-754496	BDIU01000221.1_86934-92881
OG0003248	jgi|Astpho2|8364|e_gw1.00122.105.1_t	jgi|Auxeprot1|874|XM_011400535.1	jgi|Batpra1|4468|XM_007514024.1	jgi|Botrbrau1|20613|Bobra.113_1s0039.1	jgi|Chabra1|336985|rna-CBR_g29560	jgi|Chleu1|13178|rna-CEUSTIGMA_g10236.t1	jgi|ChlNC64A_1|36797|estExt_Genewise1Plus.C_210148	jgi|Chloso1228_1|4924|CSI_122800010060-RA	jgi|Coc_C169_1|34228|fgenesh1_kg.18_#_69_#_4338_1_CBOZ_CBPA	GTX0465b1_008787-T1	GTX0468b53_012343-T1	GTX0493b23_010496-T1	jgi|TrebA12_1|11800|rna-gnl|WGS_VXIU|FRX49_11795-mRNA-1_mrna_FRX49_11795	jgi|Ulvmu1|11388|UM075_0050.1	jgi|Volca2_1|4501|Vocar.0017s0139.1	coassemb195_006474-T1	KN805368.1_6669696-6677237	BDIU01000381.1_98779-102680
OG0003253	jgi|Astpho2|8524|fgenesh1_pg.00125_%23_29_t	jgi|Auxeprot1|1930|XM_011401530.1	jgi|Batpra1|2198|XM_007509560.1	jgi|Botrbrau1|3427|Bobra.139_1s0007.1	jgi|Chabra1|348470|rna-CBR_g45479	jgi|Chleu1|11473|rna-CEUSTIGMA_g8923.t1	jgi|ChlNC64A_1|8099|gw1.17.26.1	jgi|Chloso1228_1|843|CSI_122800000843-RA	jgi|Coc_C169_1|59627|Genemark1.7943_g	GTX0465b1_006160-T1	GTX0468b53_000248-T1	GTX0493b23_010347-T1	jgi|TrebA12_1|880|rna-gnl|WGS_VXIU|FRX49_12961-mRNA-1_mrna_FRX49_12961	jgi|Ulvmu1|9900|UM057_0057.1	jgi|Volca2_1|7233|Vocar.0024s0257.1	coassemb195_001176-T1	JUBA01000258.1_16060-28439	BDIU01000216.1_285209-290924
OG0003254	jgi|Astpho2|8580|fgenesh1_pm.00126_%23_1_t	jgi|Auxeprot1|5081|XM_011397214.1	jgi|Batpra1|6924|XM_007511689.1	jgi|Botrbrau1|20781|Bobra.0156s0012.1	jgi|Chabra1|347770|rna-CBR_g44532	jgi|Chleu1|1857|rna-CEUSTIGMA_g11714.t1	jgi|ChlNC64A_1|28362|e_gw1.34.38.1	jgi|Chloso1228_1|8237|CSI_122800011826-RA	jgi|Coc_C169_1|29279|estExt_Genewise1Plus.C_90065	GTX0465b1_004077-T1	GTX0468b53_005415-T1	GTX0493b23_000054-T1	jgi|TrebA12_1|10326|rna-gnl|WGS_VXIU|FRX49_11169-mRNA-1_mrna_FRX49_11169	jgi|Ulvmu1|8627|UM046_0028.1	jgi|Volca2_1|7372|Vocar.0025s0112.1	coassemb195_000232-T1	KN805367.1_3007340-3009570	BDIU01000238.1_43708-49154
OG0003262	jgi|Astpho2|8714|e_gw1.00128.54.1_t	jgi|Auxeprot1|2837|XM_011402299.1	jgi|Batpra1|6000|XM_007512592.1	jgi|Botrbrau1|3132|Bobra.0070s0104.1	jgi|Chabra1|340437|rna-CBR_g34330	jgi|Chleu1|6439|rna-CEUSTIGMA_g5304.t1	jgi|ChlNC64A_1|52504|fgenesh3_pg.C_scaffold_11000080	jgi|Chloso1228_1|11512|CSI_122800005877-RA	jgi|Coc_C169_1|37977|fgenesh1_pm.17_#_6	GTX0465b1_007766-T1	GTX0468b53_009575-T1	GTX0493b23_008169-T1	jgi|TrebA12_1|4081|rna-gnl|WGS_VXIU|FRX49_06538-mRNA-1_mrna_FRX49_06538	jgi|Ulvmu1|7462|UM037_0005.1	jgi|Volca2_1|2625|Vocar.0012s0116.1	coassemb195_006686-T1	KN805360.1_150333-154295	BDIU01000604.1_10853-15950
OG0003264	jgi|Astpho2|8775|Aster-05331	jgi|Auxeprot1|6962|XM_011399771.1	jgi|Batpra1|6897|XM_007511946.1	jgi|Botrbrau1|20134|Bobra.0173s0036.1	jgi|Chabra1|336249|rna-CBR_g28039	jgi|Chleu1|6967|rna-CEUSTIGMA_g883.t1	jgi|ChlNC64A_1|26131|e_gw1.19.89.1	jgi|Chloso1228_1|1280|CSI_122800006990-RA	jgi|Coc_C169_1|33371|fgenesh1_kg.9_#_64_#_3708_1_CBOZ_CBPA	GTX0465b1_010344-T1	GTX0468b53_006745-T1	GTX0493b23_001131-T1	jgi|TrebA12_1|686|rna-gnl|WGS_VXIU|FRX49_04017-mRNA-1_mrna_FRX49_04017	jgi|Ulvmu1|2994|UM015_0034.1	jgi|Volca2_1|9162|Vocar.0030s0170.1	coassemb195_006261-T1	JUBA01000204.1_4040-9515	BDIU01000172.1_162402-165837
OG0003269	jgi|Astpho2|8900|fgenesh1_pm.00132_%23_2_t	jgi|Auxeprot1|5213|XM_011398157.1	jgi|Batpra1|4473|XM_007514042.1	jgi|Botrbrau1|12353|Bobra.0239s0005.1	jgi|Chabra1|355754|rna-CBR_g1021	jgi|Chleu1|7923|rna-CEUSTIGMA_g6331.t1	jgi|ChlNC64A_1|56351|estExt_fgenesh3_pm.C_260002	jgi|Chloso1228_1|6535|CSI_122800011324-RA	jgi|Coc_C169_1|27412|estExt_Genewise1Plus.C_30118	GTX0465b1_003947-T1	GTX0468b53_006514-T1	GTX0493b23_010006-T1	jgi|TrebA12_1|10019|rna-gnl|WGS_VXIU|FRX49_10875-mRNA-1_mrna_FRX49_10875	jgi|Ulvmu1|4499|UM002_0225.1	jgi|Volca2_1|2623|Vocar.0012s0114.1	coassemb195_003956-T1	KN805330.1_1-3356	BDIU01000386.1_156107-160789
OG0003279	jgi|Astpho2|9033|fgenesh1_pm.00133_%23_32_t	jgi|Auxeprot1|5849|XM_011398658.1	jgi|Batpra1|3900|XM_007514710.1	jgi|Botrbrau1|10220|Bobra.0362s0010.1	jgi|Chabra1|332291|rna-CBR_g21226	jgi|Chleu1|1969|rna-CEUSTIGMA_g11826.t1	jgi|ChlNC64A_1|24125|e_gw1.12.61.1	jgi|Chloso1228_1|1715|CSI_122800005353-RA	jgi|Coc_C169_1|11696|e_gw1.1.190.1	GTX0465b1_007575-T1	GTX0468b53_008565-T1	GTX0493b23_003713-T1	jgi|TrebA12_1|349|rna-gnl|WGS_VXIU|FRX49_00252-mRNA-1_mrna_FRX49_00252	jgi|Ulvmu1|1548|UM110_0011.1	jgi|Volca2_1|8125|Vocar.0028s0172.1	coassemb195_001468-T1	JUBA01000338.1_1-1629	BDIU01000324.1_233150-239665
OG0003309	jgi|Astpho2|9653|Aster-03920	jgi|Auxeprot1|1371|XM_011401032.1	jgi|Batpra1|5536|XM_007513286.1	jgi|Botrbrau1|9626|Bobra.0131s0006.1	jgi|Chabra1|324872|rna-CBR_g60689	jgi|Chleu1|10284|rna-CEUSTIGMA_g7983.t1	jgi|ChlNC64A_1|21492|e_gw1.6.375.1	jgi|Chloso1228_1|7274|CSI_122800011562-RA	jgi|Coc_C169_1|28915|estExt_Genewise1Plus.C_70225	GTX0465b1_009852-T1	GTX0468b53_011604-T1	GTX0493b23_005430-T1	jgi|TrebA12_1|8274|rna-gnl|WGS_VXIU|FRX49_01472-mRNA-1_mrna_FRX49_01472	jgi|Ulvmu1|12359|UM009_0005.1	jgi|Volca2_1|12372|Vocar.0005s0235.1	coassemb195_000599-T1	KN805368.1_1383052-1385810	BDIU01000022.1_198229-202694
OG0003321	jgi|Astpho2|9770|fgenesh1_pm.00149_%23_23_t	jgi|Auxeprot1|444|XM_011400169.1	jgi|Batpra1|794|XM_007510763.1	jgi|Botrbrau1|5454|Bobra.27_1s0005.1	jgi|Chabra1|346859|rna-CBR_g41413	jgi|Chleu1|6083|rna-CEUSTIGMA_g5026.t1	jgi|ChlNC64A_1|27382|e_gw1.25.7.1	jgi|Chloso1228_1|1990|CSI_122800006154-RA	jgi|Coc_C169_1|29021|estExt_Genewise1Plus.C_70431	GTX0465b1_000118-T1	GTX0468b53_012457-T1	GTX0493b23_007828-T1	jgi|TrebA12_1|3515|rna-gnl|WGS_VXIU|FRX49_05997-mRNA-1_mrna_FRX49_05997	jgi|Ulvmu1|3063|UM015_0103.1	jgi|Volca2_1|1710|Vocar.0001s1539.1	coassemb195_007519-T1	KN805368.1_3833605-3836913	BDIU01000204.1_7387-11969
OG0003324	jgi|Astpho2|9783|fgenesh1_pg.00149_%23_55_t	jgi|Auxeprot1|440|XM_011400165.1	jgi|Batpra1|5323|XM_007513498.1	jgi|Botrbrau1|18188|Bobra.53_1s0053.1	jgi|Chabra1|335063|rna-CBR_g26031	jgi|Chleu1|7291|rna-CEUSTIGMA_g5796.t1	jgi|ChlNC64A_1|32779|estExt_Genewise1.C_250080	jgi|Chloso1228_1|1973|CSI_122800006137-RA	jgi|Coc_C169_1|36555|fgenesh1_pm.7_#_171	GTX0465b1_000101-T1	GTX0468b53_001190-T1	GTX0493b23_001021-T1	jgi|TrebA12_1|3487|rna-gnl|WGS_VXIU|FRX49_06103-mRNA-1_mrna_FRX49_06103	jgi|Ulvmu1|9039|UM005_0131.1	jgi|Volca2_1|11252|Vocar.0040s0040.1	coassemb195_010113-T1	KN805305.1_457653-462198	BDIU01000149.1_136104-141115
OG0003325	jgi|Astpho2|9820|Aster-03786	jgi|Auxeprot1|6791|XM_011399600.1	jgi|Batpra1|5279|XM_007513617.1	jgi|Botrbrau1|8076|Bobra.0230s0003.1	jgi|Chabra1|327256|rna-CBR_g11105	jgi|Chleu1|4336|rna-CEUSTIGMA_g13117.t1	jgi|ChlNC64A_1|48441|fgenesh3_pm.C_scaffold_1000064	jgi|Chloso1228_1|8289|CSI_122800011695-RA	jgi|Coc_C169_1|20145|e_gw1.21.106.1	GTX0465b1_007595-T1	GTX0468b53_007572-T1	GTX0493b23_009994-T1	jgi|TrebA12_1|3520|rna-gnl|WGS_VXIU|FRX49_05948-mRNA-1_mrna_FRX49_05948	jgi|Ulvmu1|4782|UM020_0067.1	jgi|Volca2_1|15411|Vocar.0008s0398.1	coassemb195_010678-T1	JUBA01000214.1_5013-7382	BDIU01000204.1_29933-33184
OG0003334	jgi|Astpho2|9946|Aster-06651	jgi|Auxeprot1|3011|XM_011402473.1	jgi|Batpra1|2176|XM_007509508.1	jgi|Botrbrau1|14069|Bobra.182_3s0016.1	jgi|Chabra1|338322|rna-CBR_g30902	jgi|Chleu1|4075|rna-CEUSTIGMA_g3930.t1	jgi|ChlNC64A_1|133085|IGS.gm_1_00221	jgi|Chloso1228_1|3750|CSI_122800008886-RA	jgi|Coc_C169_1|61944|Genemark1.2727_g	GTX0465b1_008250-T1	GTX0468b53_010906-T1	GTX0493b23_008436-T1	jgi|TrebA12_1|4728|rna-gnl|WGS_VXIU|FRX49_00587-mRNA-1_mrna_FRX49_00587	jgi|Ulvmu1|7549|UM037_0093.1	jgi|Volca2_1|10750|Vocar.0004s0138.1	coassemb195_008349-T1	KN805367.1_1549910-1555266	BDIU01000372.1_61235-65680
